,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengning,zhengn_code
311,select sum ( T1.Money_Requested ) from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID where T2.Height > 85.,What is the total money requested by entrepreneurs with height more than 1.85?,SELECT sum(T1.Money_Requested) FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  1.85,tianyi,D1,zhengning,D1
312,select sum ( T1.Money_Requested ) from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID where T2.Height > 85.,Give the total money requested by entrepreneurs who are taller than 1.85.,SELECT sum(T1.Money_Requested) FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Height  >  1.85,tianyi,D1,zhengning,D1
313,"select T2.Name , T1.Company from entrepreneur as T1 join people as T2 on T1.People_ID = T2.People_ID order by T1.Money_Requested desc",List the names of entrepreneurs and their companies in descending order of money requested?,"SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",tianyi,K2,zhengning,K2
314,"select Investor , Money_Requested from entrepreneur order by Money_Requested desc","What are the names of entrepreneurs and their corresponding investors, ordered descending by the amount of money requested?","SELECT T2.Name ,  T1.Company FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested",tianyi,"BN1, CE2",zhengning,CE2
315,"select Country from perpetrator where Country != ""China""","What are the names of perpetrators whose country is not ""China""?","SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Country != ""China""",tianyi,"BK1, BL1, N3, CL1",zhengning,"BK1, CL1, N3"
316,select sum ( T2.Killed ) from people as T1 join perpetrator as T2 on T1.People_ID = T2.People_ID where T1.Height > 84.,What is the total kills of the perpetrators with height more than 1.84.,SELECT sum(T2.Killed) FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  1.84,tianyi,D1,zhengning,D1
317,select Country from perpetrator group by Country having count ( * ) >= 2,What are the countries that have at least two perpetrators?,"SELECT Country ,  COUNT(*) FROM perpetrator GROUP BY Country HAVING COUNT(*)  >=  2",tianyi,BL3,zhengning,BL3
318,select Year from perpetrator order by Year desc,List the names of perpetrators in descending order of the year.,SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Year DESC,tianyi,"BK1, BL1, N3, CL1",zhengning,"E1, CL1, N3"
319,select Poll_Source from candidate where Support_rate = 1,Return the poll source corresponding to the candidate who has the oppose rate.,SELECT poll_source FROM candidate ORDER BY oppose_rate DESC LIMIT 1,tianyi,"F3, KA1b, K2",zhengning,"F3, KA1b"
320,"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",Find the average height and weight for all males (sex is M).,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",tianyi,D1a,zhengning,D1a
321,"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",What are the average height and weight across males (sex is M)?,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",tianyi,D1a,zhengning,D1a
322,"select T1.Name , T1.Sex , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID group by T1.Sex",Find the name of the candidates whose oppose percentage is the lowest for each sex.,"SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",tianyi,"BN1, BE5, BL1, CL1",zhengning,"BN1, BE5, CL1"
323,"select T1.Sex , T1.Name , T2.Oppose_rate from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID","For each sex, what is the name and sex of the candidate with the oppose rate for their sex?","SELECT t1.name ,  t1.sex ,  min(oppose_rate) FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex",tianyi,"CE2, A1b",zhengning,"CE2, A1b"
324,select T1.Name from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID where T2.Support_rate < ( select Oppose_rate from candidate where Support_rate < 1,Find the names of the candidates whose support percentage is lower than their oppose rate.,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,tianyi,D1,zhengning,F3
325,select T1.Name from people as T1 join candidate as T2 on T1.People_ID = T2.People_ID where T2.Support_rate < ( select Oppose_rate from candidate where Consider_rate = 1 ),What are the names of candidates who have a lower support rate than oppose rate?,SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,tianyi,F3,zhengning,F3
326,"select max ( Support_rate ) , Consider_rate , Oppose_rate from candidate group by Support_rate","find the highest support percentage, lowest consider rate and oppose rate of all candidates.","SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",tianyi,"L4, N3",zhengning,"L5, AN2"
327,"select max ( Support_rate ) , min ( Oppose_rate ) , Consider_rate from candidate group by Oppose_rate","Return the maximum support rate, minimum consider rate, and minimum oppose rate across all candidates?","SELECT max(support_rate) ,  min(consider_rate) ,  min(oppose_rate) FROM candidate",tianyi,N3,zhengning,AN2
328,"select Governor , Comptroller from party where Party = ""democratic""",Show the lieutenant governor and comptroller from the democratic party.,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",tianyi,"D1a, BL1",zhengning,"D1a, BL1"
329,"select Governor , Comptroller from party where Party = ""democratic""",Who are the lieutenant governor and comptroller from the democratic party?,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",tianyi,"D1a, BL1",zhengning,"D1a, BL1"
330,select Delegate from election,"For each delegate, find the names of the party they are part of.","SELECT T1.Delegate ,  T2.Party FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID",tianyi,"F4, BL1, CL1",zhengning,"F4, BL1, CL1"
331,select Party from party where Governor = 1,Find the parties associated with the delegates from district 1. Who served as governors of the parties?,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,tianyi,"F4, BL1, CE2",zhengning,"F4, BL3, BL2, CE2"
332,"select T1.Committee from election as T1 join party as T2 on T1.Party = T2.Party_ID where T2.Party = ""Democratic party""",Return all the committees that have delegates from Democratic party.,"SELECT T1.Committee FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T2.Party  =  ""Democratic""",tianyi,D1c,zhengning,D1
333,"select T1.County_name , count ( * ) from county as T1 join election as T2 on T1.County_Id = T2.District join party as T3 on T2.Party = T3.Party_ID group by T1.County_name",Show the name of each county along with the corresponding number of delegates from that county.,"SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",tianyi,"BN1, E1",zhengning,"BN1, E1"
334,"select T1.County_name , count ( * ) from county as T1 join election as T2 on T1.County_Id = T2.District join party as T3 on T2.Party = T3.Party_ID group by T1.County_name","For each county, find the name of the county and the number of delegates from that county.","SELECT T1.County_name ,  COUNT(*) FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id",tianyi,"BN1, E1",zhengning,"BN1, E1"
335,"select Party , count ( * ) from party group by Party",Show the name of each party and the corresponding number of delegates from that party.,"SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",tianyi,"BL3, BN1, E1, CL1",zhengning,"BL3, BN1, CL1, BE5"
336,"select Party , count ( * ) from party group by Party","For each party, return the name of the party and the number of delegates from that party.","SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party",tianyi,"BN1, E1, CL1",zhengning,"E1, CL1"
337,select County_name from county group by County_name having count ( * ) >= 2,Show the names of counties that have at least two delegates.,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,tianyi,"BE5, BL1, CL1",zhengning,"CE2, CL1"
338,select County_name from county group by County_name having count ( * ) >= 2,Which counties have two or more delegates? Give me the county names.,SELECT T1.County_name FROM county AS T1 JOIN election AS T2 ON T1.County_id  =  T2.District GROUP BY T1.County_id HAVING COUNT(*)  >=  2,tianyi,P3,zhengning,P3
339,"select city , state from bank where city = ""morningside""",What city and state is the bank with the name morningside in?,"SELECT city ,  state FROM bank WHERE bname  =  'morningside'",tianyi,BF4,zhengning,BF4
340,"select state , acc_type , acc_bal from customer where no_of_loans > ""loan""","Find the state, account type, and credit score of the customer whose number of loan is 0.","SELECT state ,  acc_type ,  credit_score FROM customer WHERE no_of_loans  =  0",tianyi,"BL1, D1",zhengning,"F1, BL1, D1"
341,"select T1.state , T1.acc_type , T1.acc_bal from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID where T1.no_of_loans != ""2"" group by T2.loan_type","What are the states, account types, and credit scores for customers who have 0 loans?","SELECT state ,  acc_type ,  credit_score FROM customer WHERE no_of_loans  =  0",tianyi,"E1, BL1, D1, N3",zhengning,"F1, E1, BL1, N3, D1"
342,"select sum ( T1.acc_bal ) from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID where T1.state = ""Utah"" or T2.state = ""Texas""",Find the total account balance of each customer from Utah or Texas.,SELECT sum(acc_bal) FROM customer WHERE state  =  'Utah' OR state  =  'Texas',tianyi,E1,zhengning,E1
343,select cust_name from customer group by branch_ID order by count ( * ) desc limit 1,Find the branch name of the bank that has the most number of customers.,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,tianyi,"BN1, E1, BL1",zhengning,"L5, BN1, E1, CL1"
344,select T1.cust_name from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID group by T2.no_of_customers order by count ( * ) desc limit 1,What is the name of the bank branch with the greatest number of customers?,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,tianyi,"L4, BL1, AN2, CL1",zhengning,"A1f, AN2, CL1"
345,"select acc_type , avg ( acc_bal ) from customer group by acc_type having avg ( credit_score ) < 50","For each account type, find the average account balance of customers with credit score lower than 50.","SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",tianyi,"L4, O2",zhengning,"O2, F4"
346,"select acc_type , avg ( acc_bal ) from customer group by acc_type having avg ( credit_score ) < 50",What is the average account balance of customers with credit score below 50 for the different account types?,"SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",tianyi,"L4, O2",zhengning,"O2, F4"
347,"select state , sum ( acc_bal ) from customer group by state having sum ( no_of_loans ) > 100","For each state, find the total account balance of customers whose credit score is above 100.","SELECT sum(acc_bal) ,  state FROM customer WHERE credit_score  >  100 GROUP BY state",tianyi,"L4, BF4, O2",zhengning,"O2, F4"
348,"select sum ( T2.amount ) , T1.branch_ID from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID group by T2.branch_ID",Find the total amount of loans offered by each bank branch.,"SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",tianyi,"BK1, CL1",zhengning,"BK1, CL1"
349,"select sum ( T2.amount ) , T2.branch_ID from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID group by T1.branch_ID","What are the names of the different bank branches, and what are their total loan amounts?","SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",tianyi,"BN1, BE5, BL1",zhengning,"BL3, BN1, BE5, BL1"
350,"select T1.cust_name , T1.acc_bal from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID where T2.amount > 5000 group by T1.credit_score",Find the name and account balance of the customers who have loans with a total amount of more than 5000.,"SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000",tianyi,"BN1, BL1",zhengning,"F3, A1f"
351,"select T1.cust_name , T1.acc_bal from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID where T1.no_of_loans > 5000 group by T2.cust_ID",What are the names and account balances for customers who have taken a total amount of more than 5000 in loans?,"SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000",tianyi,"BN1, BF4",zhengning,"A1f, BL1"
352,"select cust_name , credit_score from customer",Find the name and credit score of the customers who have some loans.,"SELECT DISTINCT T1.cust_name ,  T1.credit_score FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id",tianyi,"BK1, CL1",zhengning,"BK1, CL1"
353,"select T2.city , T1.branch_ID from loan as T1 join bank as T2 on T1.branch_ID = T2.branch_ID",Find the city and name of bank branches that provide business loans.,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,"BL1, CE2, A1b, CL1",zhengning,"BL3, BL2, CL1, CE2, A1b"
354,"select city , city from bank",What are the names and cities of bank branches that offer loans for business?,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",tianyi,"BL1, A1b, CL1",zhengning,"CL1, A1b"
355,"select T1.maintenance_contract_id , T2.maintenance_contract_id from Maintenance_Contracts as T1 join Assets as T2 on T1.maintenance_contract_id = T2.maintenance_contract_id group by T2.maintenance_contract_id",How many assets does each maintenance contract contain? List the number and the contract id.,"SELECT count(*) ,  T1.maintenance_contract_id FROM Maintenance_Contracts AS T1 JOIN Assets AS T2 ON T1.maintenance_contract_id  =  T2.maintenance_contract_id GROUP BY T1.maintenance_contract_id",tianyi,BL3,zhengning,"L5, BN1, BL1"
356,select count ( * ) from Asset_Parts as T1 join Assets as T2 on T1.asset_id = T2.asset_id group by T2.supplier_company_id,How many assets does each third party company supply? List the count and the company id.,"SELECT count(*) ,  T1.company_id FROM Third_Party_Companies AS T1 JOIN Assets AS T2 ON T1.company_id  =  T2.supplier_company_id GROUP BY T1.company_id",tianyi,"BL3, E1, D1c, P1",zhengning,"E1, BL1, P1"
357,"select T1.part_name , T2.part_id from Parts as T1 join Part_Faults as T2 on T1.part_id = T2.part_id join Fault_Log_Parts as T3 on T2.part_fault_id = T3.part_fault_id group by Fault_Log_T1.part_fault_id having count ( * ) > 2",Which parts have more than 2 faults? Show the part name and id.,"SELECT T1.part_name ,  T1.part_id FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id GROUP BY T1.part_id HAVING count(*)  >  2",tianyi,"BF4, P1, CL1",zhengning,"CL1, CF5, P1"
358,"select T1.first_name , T1.last_name , T1.other_details , T7.skill_description from Maintenance_Engineers as T1 join Engineer_Visits as T2 on T1.engineer_id = T2.engineer_id join Fault_Log as T3 on T2.fault_log_entry_id = T3.fault_log_entry_id join Fault_Log_Parts as T4 on T3.fault_log_entry_id = T4.fault_log_entry_id join Part_Faults as T5 on T4.part_fault_id = T5.part_fault_id join Skills_Required_To_Fix as T6 on T5.part_fault_id = T6.part_fault_id join Skills as T7 on T6.skill_id = T7.skill_id","List all every engineer's first name, last name, details and coresponding skill description.","SELECT T1.first_name ,  T1.last_name ,  T1.other_details ,  T3.skill_description FROM Maintenance_Engineers AS T1 JOIN Engineer_Skills AS T2 ON T1.engineer_id  =  T2.engineer_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",tianyi,E1,zhengning,E1
359,"select T1.part_name , T2.fault_description from Parts as T1 join Part_Faults as T2 on T1.part_id = T2.part_id","For all the faults of different parts, what are all the decriptions of the skills required to fix them? List the name of the faults and the skill description.","SELECT T1.fault_short_name ,  T3.skill_description FROM Part_Faults AS T1 JOIN Skills_Required_To_Fix AS T2 ON T1.part_fault_id  =  T2.part_fault_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",tianyi,CL1,zhengning,"L4, D1c, E1"
360,"select T1.part_name , count () from Parts as T1 join Asset_Parts as T2 on T1.part_id = T2.part_id group by T1.part_name",How many assets can each parts be used in? List the part name and the number.,"SELECT T1.part_name ,  count(*) FROM Parts AS T1 JOIN Asset_Parts AS T2 ON T1.part_id  =  T2.part_id GROUP BY T1.part_name",tianyi,BL3,zhengning,BL1
361,"select T1.fault_description , T2.fault_status from Part_Faults as T1 join Fault_Log_Parts as T2 on T1.part_fault_id = T2.part_fault_id",What are all the fault descriptions and the fault status of all the faults recoreded in the logs?,"SELECT T1.fault_description ,  T2.fault_status FROM Fault_Log AS T1 JOIN Fault_Log_Parts AS T2 ON T1.fault_log_entry_id  =  T2.fault_log_entry_id",tianyi,BE5,zhengning,BE5
362,"select asset_make , asset_model , asset_details , asset_disposed_date from Assets order by asset_disposed_date","List the all the assets make, model, details by the disposed date ascendingly.","SELECT asset_make ,  asset_model ,  asset_details FROM Assets ORDER BY asset_disposed_date ASC",tianyi,BL1,zhengning,"BL2, K2"
363,"select train_number , name from train order by time desc",show all train numbers and names ordered by their time from early to late.,"SELECT train_number ,  name FROM train ORDER BY TIME",tianyi,K2,zhengning,K2
364,"select count ( * ) from train where name like ""% Express %""",How many trains have 'Express' in their names?,"SELECT count(*) FROM train WHERE name LIKE ""%Express%""",tianyi,P3,zhengning,P3
365,"select train_number , time from train where origin = ""Chennai""",Find the number and time of the train that goes from Chennai to Guruvayur.,"SELECT train_number ,  TIME FROM train WHERE origin  =  'Chennai' AND destination  =  'Guruvayur'",tianyi,F4,zhengning,F4
366,"select T3.name , T1.network_name , T1.services from station as T1 join route as T2 on T1.id = T2.station_id join train as T3 on T2.train_id = T3.id group by T1.network_name","Find the number of trains for each station, as well as the station network name and services.","SELECT count(*) ,  t1.network_name ,  t1.services FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id GROUP BY t2.station_id",tianyi,"CL1, BL2",zhengning,"A1d, BL1"
367,"select avg ( low_temperature ) , day_of_week from weekly_weather group by day_of_week",What is the average high temperature for each day of week?,"SELECT avg(high_temperature) ,  day_of_week FROM weekly_weather GROUP BY day_of_week",tianyi,BL1,zhengning,BL1
368,"select T1.station_id , T2.local_authority from weekly_weather as T1 join station as T2 on T1.station_id = T2.id where T1.precipitation > 50",Find the id and local authority of the station whose maximum precipitation is higher than 50.,"SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",tianyi,"CL1, BL2",zhengning,"A1d, BL1"
369,"select low_temperature , high_temperature , wind_speed_mph from weekly_weather order by day_of_week limit 1",show the lowest low temperature and highest wind speed in miles per hour.,"SELECT min(low_temperature) ,  max(wind_speed_mph) FROM weekly_weather",tianyi,"BK1, BL2, L4, Q1",zhengning,"L5, Q1"
370,"select max ( Gold ) , min ( Silver ) from club_rank",What are the maximum and minimum number of silver medals for clubs.,"SELECT max(Silver) ,  min(Silver) FROM club_rank",tianyi,BL1,zhengning,BL1
371,"select max ( Gold ) , min ( Silver ) from club_rank",What are the maximum and minimum number of silver medals for all the clubs?,"SELECT max(Silver) ,  min(Silver) FROM club_rank",tianyi,BL1,zhengning,BL1
372,"select T1.name , T2.Club_ID from club as T1 join player as T2 on T1.Club_ID = T2.Club_ID",Please show the names and the players of clubs.,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",tianyi,BL1,zhengning,BL1
373,"select T1.name , T2.Club_ID from club as T1 join player as T2 on T1.Club_ID = T2.Club_ID",What are the names and players of all the clubs?,"SELECT T1.name ,  T2.Player_id FROM club AS T1 JOIN player AS T2 ON T1.Club_ID  =  T2.Club_ID",tianyi,BL1,zhengning,BL1
374,select song_name from song order by limit 1 ( song_name ) desc,What is the name of the song that was released in the most recent year?,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",tianyi,"BL3, BK1",zhengning,BL3
375,select song_name from song order by releasedate desc limit 1,What is the name of the song that was released most recently?,"SELECT song_name ,  releasedate FROM song ORDER BY releasedate DESC LIMIT 1",tianyi,BL3,zhengning,"BL3, KA1b"
376,select f_id from song order by releasedate desc limit 1,What is the id of the longest song?,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,tianyi,"A1b, N3, E1",zhengning,"F4, E1, A1b"
377,select f_id from song order by limit 1 ( song_name ) desc,Find the id of the song that lasts the longest.,SELECT f_id FROM files ORDER BY duration DESC LIMIT 1,tianyi,"BK1, E1",zhengning,"BK1, E1"
378,"select country , country from song where rating > 9",List the name and country of origin for all singers who have produced songs with rating above 9.,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",tianyi,"F4, E1, A1b",zhengning,"F3, A1b, E1"
379,"select T1.country , T2.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.rating > 9",What are the different names and countries of origins for all artists whose song ratings are above 9?,"SELECT DISTINCT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.rating  >  9",tianyi,"CE2, A1b",zhengning,"A1b, E1"
380,select count ( T2.song_name ) from files as T1 join song as T2 on T1.f_id = T2.f_id where T1.duration = 4,How many songs have 4 minute duration?,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,"BL3, E1, D1c, P1",zhengning,"E1, BL1, P1"
381,select count ( * ) from song where song_name = 4,What is the count of the songs that last approximately 4 minutes?,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,"BF4, P1",zhengning,"CL1, BF4, P1"
382,select avg ( T2.rating ) from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T1.gender = 'f',What is the average rating of songs produced by female artists?,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",tianyi,D1c,zhengning,D1c
383,"select avg () from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T1.gender = ""f""","How many songs, on average, are sung by a female artist?","SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",tianyi,"BL3, D1c",zhengning,"D1c, BL1"
384,"select T1.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T1.gender = ""female"" and T2.genre_is = ""Bangla""",What is the country of origin of the artist who is female and produced a song in Bangla?,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",tianyi,"D1a, BF4",zhengning,"D1a, BF4"
385,"select T1.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.languages = ""Bangla"" and T1.gender = 1",What countries are the female artists who sung in the language Bangla from?,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",tianyi,"D1a, D1",zhengning,D1
386,select avg ( T1.duration ) from files as T1 join song as T2 on T1.f_id = T2.f_id where T1.formats = 800 and T2.resolution < 1,What is the average duration of songs that have mp3 format and resolution below 800?,"SELECT avg(T1.duration) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" AND T2.resolution   <  800",tianyi,D1,zhengning,D1
387,select avg ( T1.duration ) from files as T1 join song as T2 on T1.f_id = T2.f_id where T1.formats = 800 and T2.resolution < 1,What is the average song duration for the songs that are in mp3 format and whose resolution below 800?,"SELECT avg(T1.duration) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.formats  =  ""mp3"" AND T2.resolution   <  800",tianyi,D1,zhengning,D1
388,"select count ( * ) , gender from artist where gender = """" group by gender",How many artists are male and how many are female?,"SELECT count(*) ,  gender FROM artist GROUP BY gender",tianyi,F3,zhengning,F3
389,"select formats , count ( artist_name ) from files group by formats","For each file format, return the number of artists who released songs in that format.","SELECT count(*) ,  formats FROM files GROUP BY formats",tianyi,BL3,zhengning,BL1
390,"select T1.formats , count ( * ) from files as T1 join song as T2 on T1.f_id = T2.f_id group by T2.genre_is",How many songs were released for each format?,"SELECT count(*) ,  formats FROM files GROUP BY formats",tianyi,"BN1, E1",zhengning,"BN1, E1"
391,"select T1.g_name , T1.rating from genre as T1 join song as T2 on T1.g_name = T2.genre_is order by T2.rating","List the names of all genres in alphabetical oder, together with its ratings.","SELECT g_name ,  rating FROM genre ORDER BY g_name",tianyi,"BK1, E1",zhengning,"BK1, E1"
392,"select T1.g_name , T1.rating from genre as T1 join song as T2 on T1.g_name = T2.genre_is order by T2.rating","What are the names of all genres in alphabetical order, combined with its ratings?","SELECT g_name ,  rating FROM genre ORDER BY g_name",tianyi,"BK1, E1",zhengning,"BK1, E1"
393,select artist_name from artist where gender = 'm',What are the names of all male British artists?,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",tianyi,"F4, D1c",zhengning,F4
394,"select song_name from song where genre_is = ""modern"" or languages = ""English""",Find the names of songs whose genre is modern or language is English.,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",tianyi,D1a,zhengning,D1a
395,"select song_name from song where languages = ""modern"" or genre_is = ""English""",What are the names of the songs that are modern or sung in English?,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",tianyi,"D1a, D1",zhengning,D1a
396,"select avg ( rating ) , avg ( resolution ) from song where genre_is = ""Bangla""",What are the average rating and resolution of songs that are in Bangla?,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",tianyi,"D1a, BF4",zhengning,"D1a, BF4"
397,"select avg ( rating ) , avg ( resolution ) from song where genre_is = ""bangla""",What is the average rating and resolution of all bangla songs?,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",tianyi,BF4,zhengning,BF4
