,Unnamed: 0,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengn,zhengn_code
242,58.0,SELECT patient.name FROM appointment JOIN patient ON appointment.patient = patient.ssn ORDER BY appointment.appointmentid ASC LIMIT 1,What is the name of the patient who made the most recent appointment?,SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1,tianyi,K2,zhengning,K2
243,59.0,SELECT university.school FROM university WHERE university.founded > 1850 OR university.affiliation = 'public',Find the schools that were either founded after 1850 or public.,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',tianyi,D1a,zhengning,D1a
244,60.0,SELECT sportsinfo.stuid FROM sportsinfo WHERE student.sex = 'f' AND sportsinfo.sportname = 'football',What are the ids of all female students who play football?,"SELECT StuID FROM Student WHERE sex  =  'F' INTERSECT SELECT StuID FROM Sportsinfo WHERE sportname  =  ""Football""",tianyi,"D1a, A1g",zhengning,"D1a, A1g"
245,61.0,SELECT COUNT( * ) FROM routes JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = 'Italian',What is the number of routes whose destinations are Italian airports?,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid WHERE T2.country  =  'Italy',tianyi,D1c,zhengning,D1c
246,62.0,SELECT COUNT( * ) FROM team_franchise WHERE team_franchise.active = 'y',"How many team franchises are active, with active value 'Y'?",SELECT count(*) FROM team_franchise WHERE active = 'Y';,tianyi,D1a,zhengning,D1a
247,63.0,"SELECT airport.international_passengers , airport.domestic_passengers FROM airport WHERE airport.airport_name = 'Heathrow'","What are the number of international and domestic passengers of the airport named London ""Heathrow""?","SELECT International_Passengers ,  Domestic_Passengers FROM airport WHERE Airport_Name  =  ""London Heathrow""",tianyi,D1,zhengning,D1c
248,64.0,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',What are the names of the all-female dorms?,SELECT dorm_name FROM dorm WHERE gender  =  'F',tianyi,D1a,zhengning,D1a
249,65.0,"SELECT team.year , COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.year WHERE team.name = 'Boston Red Stockings'","For each year, return the year and the number of times the team Boston Red Stockings won in the postseasons.","SELECT count(*) ,  T1.year FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' GROUP BY T1.year",tianyi,"BE5, AN2",zhengning,"CL1, BE5, AN2"
250,66.0,SELECT cartoon.directed_by FROM cartoon WHERE cartoon.directed_by = 'Ben Jones',"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tianyi,BL1,zhengning,BL1
251,67.0,SELECT SUM( grants.grant_amount ) FROM grants JOIN organisation_types ON grants.organisation_id = organisation_types.organisation_type WHERE organisation_types.organisation_type_description = 'research',What is the total grant amount of the organisations described as research?,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',tianyi,"D1a, CE3, BE5",zhengning,"CE2, D1a"
252,68.0,"SELECT person.name , person.age FROM person JOIN personfriend ON person.name = personfriend.name WHERE personfriend.friend = 'Dan' OR personfriend.friend = 'Alice'",Find the name and age of the person who is a friend of Dan or Alice.,"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'",tianyi,A1b,zhengning,A1b
253,69.0,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,What are the cities that have more than 2 airports sorted by number of airports?,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*),tianyi,KA1b,zhengning,KA1b
254,70.0,SELECT orders.date_order_placed FROM orders JOIN shipments ON orders.order_id = shipments.order_id WHERE shipments.shipment_tracking_number = 3,When was the order placed whose shipment tracking number is 3452? Give me the date.,SELECT T1.date_order_placed FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id = T2.order_id WHERE T2.shipment_tracking_number = 3452,tianyi,D1,zhengning,D1
255,71.0,"SELECT continents.continent , COUNT( * ) FROM countries JOIN continents ON countries.continent = continents.contid GROUP BY continents.continent",How many car makers are there in each continents? List the continent name and the count.,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",tianyi,CE2,zhengning,CE2
256,72.0,SELECT DISTINCT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE cars_data.year > 1980,What are the different models for the cards produced after 1980?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,tianyi,"CE2, BE5",zhengning,CE2
257,73.0,"SELECT airports.city , COUNT( * ) FROM airports GROUP BY airports.city HAVING COUNT( * ) > 3",What is the count of cities with more than 3 airports?,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),tianyi,BL2,zhengning,BL2
258,74.0,SELECT model_list.model FROM model_list JOIN car_names ON model_list.modelid = car_names.model GROUP BY model_list.model ORDER BY COUNT( * ) DESC LIMIT 1,Which model has the most version(make) of cars?,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;,tianyi,"E1, CL1",zhengning,CL1
259,75.0,SELECT procedures.name FROM trained_in JOIN physician ON trained_in.treatment = physician.employeeid JOIN trained_in ON physician.employeeid = trained_in.physician WHERE physician.name = 'John Wen' OR procedures.cost > 1000,What are the procedures that cost more than 1000 or are specialized in by physician John Wen?,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",tianyi,"F1, A1e, E1, BE5",zhengning,A1e
260,76.0,"SELECT dorm.dormid , COUNT( * ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid GROUP BY dorm.dormid",Find the number of dorms that have some amenity.,SELECT count(DISTINCT dormid) FROM has_amenity,tianyi,"E1, F3, BL2, CL1",zhengning,"BL2, CL1, E1"
261,77.0,SELECT invoices.invoice_number FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the invoice numbers created before 1989-09-03 or after 2007-12-25?,"SELECT invoice_number FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25""",tianyi,F1,zhengning,F1
262,78.0,SELECT channel.name FROM channel JOIN broadcast ON channel.channel_id = broadcast.channel_id WHERE broadcast.time_of_day = 'morning',Find the names of the channels that are broadcast in the morning.,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning',tianyi,D1a,zhengning,D1a
263,79.0,SELECT SUM( home_game.attendance ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.games BETWEEN 2000 and 2010,What is the total home game attendance of team Boston Red Stockings from 2000 to 2010?,SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,tianyi,BF4,zhengning,BF4
264,80.0,SELECT patient.name FROM patient,Find the names of patients who are not using the medication of Procrastin-X.,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',tianyi,"A1d, F4",zhengning,A1d
265,81.0,SELECT COUNT( * ) FROM cars_data ORDER BY cars_data.horsepower DESC LIMIT 1,What is the number of cars with a greater accelerate than the one with the most horsepower?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,tianyi,F4,zhengning,F4
266,82.0,SELECT individuals.individual_last_name FROM individuals JOIN organization_contact_individuals ON individuals.individual_id = organization_contact_individuals.individual_id,Find the last name of the individuals that have been contact individuals of an organization.,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,A1b,zhengning,A1b
267,83.0,SELECT sportsinfo.stuid FROM sportsinfo,What are the ids of all male students who do not play football?,"SELECT StuID FROM Student WHERE sex  =  'M' EXCEPT SELECT StuID FROM Sportsinfo WHERE sportname  =  ""Football""",tianyi,"CL1, F4, A1d",zhengning,"F4, A1d, CL1"
268,84.0,SELECT staff.first_name FROM staff WHERE staff.staff_id NOT IN (SELECT lessons.staff_id FROM lessons),What is the first name of all employees who do not give any lessons?,SELECT first_name FROM Staff EXCEPT SELECT T2.first_name FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id  =  T2.staff_id,tianyi,BL3,zhengning,A1d
269,85.0,SELECT shipments.shipment_id FROM shipments WHERE shipments.shipment_tracking_number = '3452',"Find the id of the order whose shipment tracking number is ""3452"".","SELECT order_id FROM shipments WHERE shipment_tracking_number = ""3452""",tianyi,BL1,zhengning,BL1
270,86.0,SELECT customer.cust_name FROM customer EXCEPT SELECT customer.cust_name FROM customer JOIN loan ON customer.cust_id = loan.cust_id WHERE loan.loan_type != 'Mortgages',Find the name of customers who do not have a loan with a type of Mortgages.,SELECT cust_name FROM customer EXCEPT SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id WHERE T2.loan_type  =  'Mortgages',tianyi,A1a,zhengning,A1a
271,87.0,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,What are the names of banks that have loaned money to customers with credit scores below 100?,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100,tianyi,CE2,zhengning,CE2
272,88.0,SELECT DISTINCT customers.customer_details FROM policies JOIN customers ON policies.customer_id = customers.customer_id WHERE policies.policy_type_code = 'deputy' OR policies.policy_type_code = 'uniformed',Find the names of customers who either have an deputy policy or uniformed policy.,"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy"" OR t1.policy_type_code  =  ""Uniform""",tianyi,"D1a, D1c",zhengning,D1a
273,89.0,SELECT person.name FROM person WHERE person.gender = 'males' ORDER BY person.age ASC,Find the name and age of all males in order of their age.,SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,tianyi,D1b,zhengning,D1b
274,90.0,SELECT DISTINCT room.blockcode FROM room WHERE room.unavailable = 1,Tell me the distinct block codes where some rooms are available.,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,tianyi,D1,zhengning,D1
275,91.0,SELECT COUNT( * ) FROM student WHERE student.sex = 'f' AND student.age<25,How many girl students who are younger than 25?,SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,tianyi,D1a,zhengning,D1a
276,92.0,SELECT staff.nickname FROM staff WHERE staff.first_name = 'Janessa' AND staff.last_name = 'Janessa Sawayn',What is the nickname of the employee named Janessa Sawayn?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",tianyi,D1,zhengning,D1
277,93.0,SELECT player.player_api_id FROM player JOIN player_attributes ON player.player_fifa_api_id = player_attributes.player_api_id WHERE player.height >= 180 AND player_attributes.overall_rating > 85,List all of the player ids with a height of at least 180cm and an overall rating higher than 85.,SELECT player_api_id FROM Player WHERE height  >=  180 INTERSECT SELECT player_api_id FROM Player_Attributes WHERE overall_rating  >  85,tianyi,E1,zhengning,"A1g, E1"
278,94.0,SELECT airports.name FROM airports WHERE airports.elevation BETWEEN 50 and 50,Find the name of airports whose altitude is between -50 and 50.,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,tianyi,D1,zhengning,D1
279,95.0,"SELECT DISTINCT artist.artist_name , artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.resolution > 900",Find the name and country of origin for all artists who have release at least one song of resolution above 900.,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1",tianyi,"A2a, AN2, A1f",zhengning,"AN2, A1f, A1b"
280,96.0,SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goal' INTERSECT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid',What are the names of all schools that have students trying out for the position of goal and 'mid'-field.,SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid',tianyi,D1,zhengning,D1
281,97.0,SELECT COUNT( * ) FROM salary JOIN team ON salary.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND salary.salary = 2000,How many players were in the team Boston Red Stockings in 2000?,SELECT count(*) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings' AND T1.year  =  2000,tianyi,BF4,zhengning,BF4
282,98.0,"SELECT project_staff.date_from , project_staff.date_to FROM project_staff WHERE project_staff.role_code = 'researchers'",When did researchers start and stop working?,"SELECT date_from ,  date_to FROM Project_Staff WHERE role_code  =  'researcher'",tianyi,D1b,zhengning,D1c
283,99.0,"SELECT MAX( files.duration ) , AVG( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id ORDER BY song.languages ASC",What are the maximum duration and resolution of songs grouped and ordered by languages?,"SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages",tianyi,AN2,zhengning,"BL3, L4, AN2"
284,100.0,"SELECT university.school , university.location FROM university WHERE university.affiliation = 'public'",What are the public schools and what are their locations?,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",tianyi,D1a,zhengning,D1a
285,101.0,SELECT COUNT( * ) FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE physician.name = 'John',Find the number of patients' prescriptions physician John Dorian made.,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",tianyi,"D1, CE2, BL1",zhengning,"BL1, D1, CE2"
286,102.0,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY routes.src_ap ORDER BY COUNT( * ) DESC","Find the number of routes and airport name for each source airport, order the results by decreasing number of routes.","SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name ORDER BY count(*) DESC",tianyi,"BL2, BN1",zhengning,"BL2, BN1"
287,103.0,SELECT sportsinfo.onscholarship FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE student.major = 600 AND sportsinfo.onscholarship = 'y',Show student ids who are on scholarship and have major 600.,SELECT StuID FROM Student WHERE major  =  600 INTERSECT SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,"D1a, BL1, CL1",zhengning,"D1a, CL1, E1"
288,104.0,SELECT COUNT( * ) FROM model_list JOIN car_makers ON model_list.maker = car_makers.id WHERE car_makers.maker = 'American Motor Company',What is the number of car models created by the car maker American Motor Company?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,tianyi,BF4,zhengning,CL1
289,105.0,SELECT university.school FROM university WHERE university.founded > 1850 OR university.affiliation = 'public',What are the schools that were either founded before 1850 or are public?,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',tianyi,D1a,zhengning,D1a
290,106.0,"SELECT products.product_color , COUNT( * ) FROM order_items JOIN products ON order_items.product_id = products.product_id JOIN order_items ON orders.order_id = order_items.order_id GROUP BY order_items.product_id",Show all product names and the number of customers having an order on each product.,"SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name",tianyi,"BL1, BN1",zhengning,BL1
291,107.0,SELECT student.lname FROM student WHERE student.sex = 'f' ORDER BY student.age DESC,"What are the last names of female students, ordered by age descending?","SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC",tianyi,D1a,zhengning,D1a
292,108.0,SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'UK' AND song.languages = 'English',What are the names of all singers that are from the UK and released a song in English?,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english""",tianyi,D1a,zhengning,A1g
293,109.0,SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'UK' AND song.languages = 'English',Return the names of singers who are from UK and released an English song.,"SELECT artist_name FROM artist WHERE country  =  ""UK"" INTERSECT SELECT T1.artist_name FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english""",tianyi,D1a,zhengning,"D1a, A1g"
294,110.0,SELECT tv_channel.id FROM tv_channel GROUP BY tv_channel.id HAVING COUNT( * ) > 2,find id of the tv channels that from the countries where have more than two tv channels.,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tianyi,BN1,zhengning,BN1
295,111.0,SELECT faculty.room FROM faculty WHERE faculty.rank = 'professors' AND faculty.building = 'NEB',What are the rooms for members of the faculty who are professors and who live in building NEB?,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",tianyi,"D1a, D1b",zhengning,"D1b, D1a"
296,112.0,SELECT tryout.cname FROM tryout JOIN player ON tryout.pid = player.pid WHERE player.pname LIKE '%D%',Which colleges does each player with a name that starts with the letter D  who tried out go to?,SELECT T1.cName FROM  tryout AS T1 JOIN player AS T2 ON T1.pID  =  T2.pID WHERE T2.pName LIKE 'D%',tianyi,D1,zhengning,D1c
297,113.0,SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid' EXCEPT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goalies',What are the names of the schools with some players in the mid position but no goalies?,SELECT cName FROM  tryout WHERE pPos  =  'mid' EXCEPT SELECT cName FROM  tryout WHERE pPos  =  'goalie',tianyi,D1b,zhengning,D1b
298,114.0,SELECT COUNT( * ) FROM medicine WHERE medicine.fda_approved = 'no',How many medicines have the FDA approval status 'No' ?,SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',tianyi,D1a,zhengning,D1a
299,115.0,SELECT addresses.state_province_county FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id GROUP BY addresses.state_province_county HAVING COUNT( * ) >= 2,List the states which have between 2 to 4 staffs living there.,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,tianyi,F1,zhengning,F1
300,116.0,SELECT addresses.zip_postcode FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE staff.first_name = 'Janessa' AND staff.last_name = 'Janessa Sawayn',What is the zip code of the hosue of the employee named Janessa Sawayn?,"SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",tianyi,D1,zhengning,D1
301,117.0,SELECT park.city FROM college WHERE college.city = 2001,List the 3 highest salaries of the players in 2001?,SELECT salary FROM salary WHERE YEAR  =  2001 ORDER BY salary DESC LIMIT 3;,tianyi,"BL1, KA1b",zhengning,"KA1b, CL1"
302,118.0,"SELECT lessons.lesson_id FROM lessons JOIN staff ON lessons.staff_id = staff.staff_id WHERE staff.first_name = 'Janessa, last name as Sawayn' AND staff.last_name = 's'","List lesson id of all lessons taught by staff with first name as Janessa, last name as Sawayn and nickname containing letter 's'.","SELECT T1.lesson_id FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"" AND nickname LIKE ""%s%"";",tianyi,"D1, D1",zhengning,"D1, BF4"
303,119.0,SELECT artist.artist_name FROM artist WHERE artist.gender = 'male' AND artist.gender = 'male',What are the names of all male British artists?,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",tianyi,F4,zhengning,"F4, F3, D1a"
304,120.0,SELECT DISTINCT room.blockcode FROM room WHERE room.unavailable = 1,What are the unique block codes that have available rooms?,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,tianyi,D1,zhengning,D1
305,121.0,"SELECT department.name , department.num_employees FROM department JOIN management ON department.department_id = management.department_id WHERE management.temporary_acting = 'yes'",Show the name and number of employees for the departments managed by heads whose temporary acting value is 'Yes'?,"SELECT T1.name ,  T1.num_employees FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id WHERE T2.temporary_acting  =  'Yes'",tianyi,D1a,zhengning,D1a
306,122.0,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the names of the songs whose rating is below the rating of all songs in English?,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english'),tianyi,D1a,zhengning,D1a
307,123.0,SELECT organisations.organisation_details FROM organisations WHERE organisations.organisation_type = 'Sponsor' ORDER BY organisations.organisation_details ASC,What are all the details of the organisations described as 'Sponsor'? Sort the result in an ascending order.,SELECT organisation_details FROM Organisations AS T1 JOIN organisation_Types AS T2 ON T1.organisation_type  =  T2.organisation_type WHERE T2.organisation_type_description  =  'Sponsor' ORDER BY organisation_details,tianyi,"CE2, BF4, CF5",zhengning,"CE2, BF4"
308,124.0,SELECT university.founded FROM university WHERE university.affiliation != 'public' ORDER BY university.founded ASC LIMIT 1,Find the founded year of the newest non public school.,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,tianyi,"D1a, K2",zhengning,"K2, D1a"
309,125.0,SELECT organisations.organisation_details FROM organisations WHERE organisations.organisation_type = 'Sponsors' ORDER BY organisations.organisation_details ASC,What are the details of all organizations that are described as Sponsors and sort the results in ascending order?,SELECT organisation_details FROM Organisations AS T1 JOIN organisation_Types AS T2 ON T1.organisation_type  =  T2.organisation_type WHERE T2.organisation_type_description  =  'Sponsor' ORDER BY organisation_details,tianyi,"CE2, D1b",zhengning,"D1c, CE2"
310,126.0,SELECT MAX( postseason.league_id_loser ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',List the maximum scores of the team Boston Red Stockings when the team won in postseason?,SELECT max(T1.wins) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings';,tianyi,"BL1, BE5",zhengning,"BL1, BE5"
311,127.0,"SELECT statements.statement_details , documents.document_name FROM statements JOIN documents ON statements.statement_id = documents.document_id WHERE projects.project_details = 'Private Project'",Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",tianyi,"BF4, CF5",zhengning,CF5
312,128.0,"SELECT car_makers.fullname , COUNT( * ) FROM model_list JOIN car_makers ON model_list.maker = car_makers.id GROUP BY car_makers.id","What is the full name of each car maker, along with its id and how many models it produces?",,,,,
0,,SELECT SUM( home_game.games ) FROM home_game JOIN team ON home_game.team_id = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND home_game.attendance BETWEEN 1990 and 2000,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.,SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,tianyi,BF4,zhengning,BF4
4,,SELECT AVG( cars_data.edispl ) FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE car_names.make = 'volvos',What is the average edispl for all volvos?,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,tianyi,D1b,zhengning,D1b
8,,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON physician.employeeid = trained_in.physician WHERE physician.name = 'John Wen' AND procedures.cost > 1000,Find the names of all procedures which cost more than 1000 but which physician John Wen was not trained in?,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",tianyi,A1d,zhengning,A1d
12,,SELECT song.song_name FROM song WHERE song.genre_is = 'modern' OR song.languages = 'English',Find the names of songs whose genre is modern or language is English.,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",tianyi,D1a,zhengning,D1a
16,,SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.song_name LIKE '%love%',"What are the names of the artists who released a song that has the word love in its title, and where are the artists from?","SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%""",tianyi,BL3,zhengning,BL3
20,,SELECT COUNT( * ) FROM routes JOIN airlines ON routes.alid = airlines.alid WHERE airlines.country = 'Italy' AND airlines.callsign = 'American Airlines',What is the number of routes operated by the airline American Airlines whose destinations are in Italy?,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines',tianyi,CE2,zhengning,CE2
24,,"SELECT song.f_id , song.genre_is , song.artist_name FROM song WHERE song.languages = 'English' ORDER BY song.rating ASC","List the id, genre and artist name of English songs ordered by rating.","SELECT f_id ,  genre_is ,  artist_name FROM song WHERE languages  =   ""english"" ORDER BY rating",tianyi,D1a,zhengning,D1a
28,,SELECT DISTINCT products.product_color FROM products,Show all product sizes.,SELECT DISTINCT product_size FROM Products,tianyi,BL1,zhengning,BL1
32,,"SELECT MAX( song.resolution ) , MIN( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id WHERE files.duration = 3",What is the maximum and minimum resolution of all songs that are approximately 3 minutes long?,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%""",tianyi,DF2,zhengning,D1c
