SQL,hyp_correct,NL_query,index,GT,DB,tables
"select song_name , genre_is , min ( rating ) from song group by genre_is",False,"What is the shortest and most poorly rated song for each genre, ordered alphabetically by genre?",1912,"SELECT min(T1.duration) ,  min(T2.rating) ,  T2.genre_is FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.genre_is ORDER BY T2.genre_is",music_1,"['song', 'files']"
"select count ( * ) , artist_name from song group by languages having count ( * ) >= ""English""",False,Find the names and number of works of all artists who have at least one English songs.,1913,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1",music_1,"['song', 'artist']"
"select count ( * ) , count ( * ) from song where languages = ""English"" group by languages",False,What are the names and number of works for all artists who have sung at least one song in English?,1914,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1",music_1,"['song', 'artist']"
"select T2.country , T1.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.resolution > 900 group by T2.country",False,Find the name and country of origin for all artists who have release at least one song of resolution above 900.,1915,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1",music_1,"['song', 'artist']"
"select T1.artist_name , T2.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.resolution > 900",False,What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,1916,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1",music_1,"['song', 'artist']"
select song_name from song where rating < ( select min ( rating ) from song ),False,What are the names of the songs whose rating is below the rating of all songs in English?,1917,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english'),music_1,['song']
select song_name from song where rating < ( select min ( rating ) from song ),False,What are the song names for every song whose rating is less than the minimum rating for English songs?,1918,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english'),music_1,['song']
"select duration , file_size , formats from files order by duration , formats",False,"What is the duration, file size, and song format for every pop song, ordered by title alphabetically?",1924,"SELECT T1.duration ,  T1.file_size ,  T1.formats FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T2.genre_is  =  ""pop"" ORDER BY T2.song_name",music_1,"['song', 'files']"
"select T1.artist_name from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.rating > ""English"" except select artist_name from song where languages = 8",False,Find the names of the artists who have produced English songs but have never received rating higher than 8.,1925,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8",music_1,"['song', 'artist']"
"select T1.artist_name from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.rating > ""English"" except select artist_name from song where languages = 8",False,What are the names of the different artists that have produced a song in English but have never receieved a rating higher than 8?,1926,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8",music_1,"['song', 'artist']"
"select T1.artist_name from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.rating > ""Bangladesh"" except select T4.artist_name from artist as T3 join song as T4 on T3.artist_name = T4.artist_name where T3.country = 7",False,What are the names of the different artists from Bangladesh who never received a rating higher than a 7?,1928,"SELECT DISTINCT artist_name FROM artist WHERE country  =  ""Bangladesh"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  7",music_1,"['song', 'artist']"
select T2.Name from Affiliated_With as T1 join Physician as T2 on T1.Physician = T2.EmployeeID where T1.Physician not in ( select Physician from Appointment ),False,Which physicians have never taken any appointment? Find their names.,1929,SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,hospital_1,"['appointment', 'affiliated_with', 'physician']"
"select T2.Name , T1.Name from Department as T1 join Physician as T2 on T1.Head = T2.EmployeeID",False,Find the names of all physicians and their primary affiliated departments' names.,1930,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1",hospital_1,"['affiliated_with', 'department', 'physician']"
"select T3.Name , T1.Name , T2.Department from Department as T1 join Affiliated_With as T2 on T1.DepartmentID = T2.Department join Physician as T3 on T1.Head = T3.EmployeeID",False,What are the name and primarily affiliated department name of each physician?,1931,"SELECT T1.name ,  T3.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T2.PrimaryAffiliation  =  1",hospital_1,"['affiliated_with', 'department', 'physician']"
select T1.Name from Nurse as T1 join Appointment as T2 on T1.EmployeeID = T2.PrepNurse order by T2.Patient desc limit 1,False,What is the name of the patient who made the most recent appointment?,1932,SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1,hospital_1,"['patient', 'nurse', 'appointment']"
select T2.Patient from Prescribes as T1 join Appointment as T2 on T1.Appointment = T2.AppointmentID order by T1.Date desc limit 1,False,Find the name of the patient who made the appointment with the most recent start date.,1933,SELECT T1.name FROM patient AS T1 JOIN appointment AS T2 ON T1.ssn = T2.patient ORDER BY T2.start DESC LIMIT 1,hospital_1,"['patient', 'prescribes', 'appointment']"
"select count ( * ) from Prescribes as T1 join Physician as T2 on T1.Physician = T2.EmployeeID where T2.Name = ""John Dorian""",False,How many patients' prescriptions are made by physician John Dorian?,1934,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",hospital_1,"['patient', 'prescribes', 'physician']"
"select count ( * ) from Prescribes as T1 join Undergoes as T2 on T1.Physician = T2.Physician join Nurse as T3 on T2.AssistingNurse = T3.EmployeeID join Physician as T4 on T1.Physician = T4.EmployeeID where T4.Name = ""John Dorian"" and T3.Name = 1",False,Find the number of patients' prescriptions physician John Dorian made.,1935,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian""",hospital_1,"['patient', 'undergoes', 'nurse', 'physician', 'prescribes']"
"select T3.Name from Medication as T1 join Prescribes as T2 on T1.Code = T2.Medication join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Name = ""Thesisin""",False,What is the names of the physicians who prescribe medication Thesisin?,1938,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",hospital_1,"['prescribes', 'medication', 'physician']"
"select T4.Name from Medication as T1 join Prescribes as T2 on T1.Code = T2.Medication join Undergoes as T3 on T2.Physician = T3.Physician join Nurse as T4 on T3.AssistingNurse = T4.EmployeeID where T1.Name = ""Thesisin""",False,List the names of all the physicians who prescribe Thesisin as medication.,1939,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",hospital_1,"['undergoes', 'nurse', 'medication', 'physician', 'prescribes']"
select T2.Name from Undergoes as T1 join Nurse as T2 on T1.AssistingNurse = T2.EmployeeID where T1.Stay = 111,False,Find the names of all patients who have an undergoing treatment and are staying in room 111.,1942,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111,hospital_1,"['nurse', 'stay', 'undergoes', 'patient']"
select T2.Name from Undergoes as T1 join Nurse as T2 on T1.AssistingNurse = T2.EmployeeID join Stay as T3 on T1.Stay = T3.StayID where T3.Room = 111 and T1.Stay = 1,False,What are the names of patients who are staying in room 111 and have an undergoing treatment?,1943,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111,hospital_1,"['nurse', 'stay', 'undergoes', 'patient']"
select Physician from Prescribes order by Dose desc limit 1,False,What are the names of the physician who prescribed the highest dose?,1944,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1,hospital_1,"['prescribes', 'physician']"
select T3.Name from Prescribes as T1 join Undergoes as T2 on T1.Physician = T2.Physician join Nurse as T3 on T2.AssistingNurse = T3.EmployeeID order by T1.Dose desc limit 1,False,Find the physician who prescribed the highest dose. What is his or her name?,1945,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1,hospital_1,"['undergoes', 'nurse', 'prescribes', 'physician']"
select T3.Physician from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Appointment as T3 on T2.Physician = T3.Physician where T1.Cost > 5000,False,Find the physicians who are trained in a procedure that costs more than 5000.,1946,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000,hospital_1,"['trained_in', 'procedures', 'physician', 'appointment']"
select T3.Physician from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Appointment as T3 on T2.Physician = T3.Physician where T1.Cost > 5000,False,Which physicians are trained in procedures that are more expensive than 5000?,1947,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000,hospital_1,"['trained_in', 'procedures', 'physician', 'appointment']"
"select T1.Name from Medication as T1 join Prescribes as T2 on T1.Code = T2.Medication join Physician as T3 on T2.Physician = T3.EmployeeID where T3.Name = ""John Wen""",False,Find the names of procedures which physician John Wen was trained in.,1950,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'medication', 'physician', 'procedures', 'prescribes']"
"select T1.Name from Nurse as T1 join Physician as T2 on T1.EmployeeID = T2.EmployeeID where T2.Name = ""John Wen""",False,What are the names of procedures physician John Wen was trained in?,1951,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'nurse', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost > 1000 or T3.Name = ""John Wen""",False,Find all procedures which cost more than 1000 or which physician John Wen was trained in.,1952,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost > 1000 or T3.Name = ""John Wen""",False,What are the procedures that cost more than 1000 or are specialized in by physician John Wen?,1953,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost > 1000 and T3.Name = ""John Wen""",False,Find the names of all procedures which cost more than 1000 but which physician John Wen was not trained in?,1954,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost != 1000 and T3.Name != ""John Wen""",False,"Among the procedures that cost more than 1000, which were not specialized in by physician John Wen?",1955,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost < 5000 and T3.Name = ""John Wen""",False,Find the names of all procedures such that the cost is less than 5000 and physician John Wen was trained in.,1956,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select T1.Name from Procedures as T1 join Trained_In as T2 on T1.Code = T2.Treatment join Physician as T3 on T2.Physician = T3.EmployeeID where T1.Cost < ""John Wen"" and T3.Name = 5000",False,What procedures cost less than 5000 and have John Wen as a trained physician?,1957,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['trained_in', 'procedures', 'physician']"
"select Name from Nurse except select T1.Name from Patient as T1 join Prescribes as T2 on T1.SSN = T2.Patient join Medication as T3 on T2.Medication = T3.Code where T3.Name = ""procrastin - x""",False,Find the names of patients who are not using the medication of Procrastin-X.,1958,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',hospital_1,"['patient', 'prescribes', 'nurse', 'medication']"
"select Name from Patient except select T4.Name from Medication as T1 join Prescribes as T2 on T1.Code = T2.Medication join Undergoes as T3 on T2.Physician = T3.Physician join Nurse as T4 on T3.AssistingNurse = T4.EmployeeID where T1.Name = ""procr -astin x""",False,What are the names of patients who are not taking the medication of Procrastin-X.,1959,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',hospital_1,"['patient', 'undergoes', 'nurse', 'medication', 'prescribes']"
select Headquarters from company where Industry = 'banking' intersect select Headquarters from company where Industry = 'oil and gas',False,Show the headquarters that have both companies in banking industry and companies in oil and gas industry.,1967,"SELECT Headquarters FROM company WHERE Industry  =  ""Banking"" INTERSECT SELECT Headquarters FROM company WHERE Industry  =  ""Oil and gas""",company_employee,['company']
"select T1.Name , T2.Year_working from company as T1 join employment as T2 on T1.Company_ID = T2.Company_ID order by T2.Year_working desc",False,Show names of companies and that of employees in descending order of number of years working for that employee.,1968,"SELECT T3.Name ,  T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID ORDER BY T1.Year_working",company_employee,"['employment', 'company', 'people']"
select Sales_in_Billion from company where Sales_in_Billion > 200,False,Show the names of employees that work for companies with sales bigger than 200.,1969,SELECT T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID WHERE T3.Sales_in_Billion  >  200,company_employee,"['employment', 'company', 'people']"
"select T3.Name , count ( T1.Name ) from people as T1 join employment as T2 on T1.People_ID = T2.People_ID join company as T3 on T2.Company_ID = T3.Company_ID group by T3.Name",False,Show the names of companies and the number of employees they have,1970,"SELECT T3.Name ,  COUNT(*) FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID GROUP BY T3.Name",company_employee,"['employment', 'company', 'people']"
select Year from film_market_estimation order by Year desc,False,"What are the years of film market estimation for the market of Japan, ordered by year descending?",1973,"SELECT T1.Year FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T2.Country  =  ""Japan"" ORDER BY T1.Year DESC",film_rank,"['market', 'film_market_estimation']"
"select Studio from film group by Studio order by count ( * ) desc limit ""teh studio""",False,What is the name of teh studio that created the most films?,1975,SELECT Studio FROM film GROUP BY Studio ORDER BY COUNT(*) DESC LIMIT 1,film_rank,['film']
select Title from film except select T1.Title from film as T1 join film_market_estimation as T2 on T1.Film_ID = T2.Film_ID where T2.Type = 1,False,What are the titles of films that do not have a film market estimation?,1977,SELECT Title FROM film WHERE Film_ID NOT IN (SELECT Film_ID FROM film_market_estimation),film_rank,"['film_market_estimation', 'film']"
"select Studio from film where Director = ""Nicholas Meyer"" and Director = ""Walter Hill""",False,"Show the studios that have produced films with director ""Nicholas Meyer"" and ""Walter Hill"".",1978,"SELECT Studio FROM film WHERE Director  =  ""Nicholas Meyer"" INTERSECT SELECT Studio FROM film WHERE Director  =  ""Walter Hill""",film_rank,['film']
"select ClubName from Club where ClubName = ""Bootup Baltimore""",False,"Find the last names of the members of the club ""Bootup Baltimore"".",1984,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",club_1,"['student', 'member_of_club', 'club']"
"select ClubName from Club where ClubName = ""Bootup Baltimore""",False,"Who are the members of the club named ""Bootup Baltimore""? Give me their last names.",1985,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",club_1,"['student', 'member_of_club', 'club']"
"select count ( ClubName ) from Club where ClubName = ""Pen and Paper Gaming""",False,"Find the number of members of club ""Pen and Paper Gaming"".",1990,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Pen and Paper Gaming""",club_1,"['student', 'member_of_club', 'club']"
"select count ( ClubName ) from Club where ClubName = ""Pen and Paper Gaming""",False,"How many people have membership in the club ""Pen and Paper Gaming""?",1991,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Pen and Paper Gaming""",club_1,"['student', 'member_of_club', 'club']"
"select count ( * ) from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Linda"" and T1.LName = ""Smith""",False,"How many clubs does ""Linda Smith"" belong to?",1992,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Linda"" AND t3.lname  =  ""Smith""",club_1,"['student', 'member_of_club', 'club']"
"select count ( * ) from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Linda"" and T1.LName = ""Smith""",False,"How many clubs does ""Linda Smith"" have membership for?",1993,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Linda"" AND t3.lname  =  ""Smith""",club_1,"['student', 'member_of_club', 'club']"
"select count ( * ) from Club where ClubName = ""Tracy Kim"" and limit 1",False,"For how many clubs is ""Tracy Kim"" a member?",1995,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Tracy"" AND t3.lname  =  ""Kim""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , T3.ClubName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Bootup Baltimore"" and T3.ClubName = 1",False,"Find all the female members of club ""Bootup Baltimore"". Show the first name and last name.",1996,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , T1.LName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Bootup Baltimore"" and T3.ClubName = 1",False,"Give me the first name and last name for all the female members of the club ""Bootup Baltimore"".",1997,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , count ( T3.ClubName ) from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T1.Major = ""Bootup Baltimore"" and",False,"Which members of ""Bootup Baltimore"" major in ""600""? Give me their first names and last names.",2001,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.major  =  ""600""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , T3.ClubName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Bootup Baltimore""",False,"What are the first and last name of the president of the club ""Bootup Baltimore""?",2002,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , T3.ClubName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Bootup Baltimore""",False,"Who is the president of the club ""Bootup Baltimore""? Give me the first and last name.",2003,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , T1.LName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""hopkins studento"" and T3.ClubName = 1",False,"Who is the ""CTO"" of club ""Hopkins Student Enterprises""? Show the first name and last name.",2004,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises"" AND t2.position  =  ""CTO""",club_1,"['student', 'member_of_club', 'club']"
"select T1.Fname , count ( T3.ClubName ) from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""hopkins studento""",False,"Find the first name and last name for the ""CTO"" of the club ""Hopkins Student Enterprises""?",2005,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises"" AND t2.position  =  ""CTO""",club_1,"['student', 'member_of_club', 'club']"
"select count () from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T3.ClubName = ""Bootup Baltimore"" and T1.Age > 18",False,"How many members of ""Bootup Baltimore"" are older than 18?",2006,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  >  18",club_1,"['student', 'member_of_club', 'club']"
"select count () from Member_of_club as T1 join Club as T2 on T1.ClubID = T2.ClubID where T2.ClubName = ""Bootup Baltimore"" and T2.ClubName = 18",False,"How many members of club ""Bootup Baltimore"" are younger than 18?",2008,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  <  18",club_1,"['student', 'member_of_club', 'club']"
"select count ( * ) from Club where ClubName = ""Bootup Baltimore"" and ClubName = 18",False,"Count the number of members in club ""Bootup Baltimore"" whose age is below 18.",2009,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  <  18",club_1,"['student', 'member_of_club', 'club']"
"select T3.ClubName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T1.city_code = ""BAL"" group by T3.ClubName having count () >= 1",False,"Which clubs have one or more members from the city with code ""BAL""? Give me the names of the clubs.",2011,"SELECT DISTINCT t1.clubname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.city_code  =  ""BAL""",club_1,"['student', 'member_of_club', 'club']"
"select T3.ClubName from Student as T1 join Member_of_club as T2 on T1.StuID = T2.StuID join Club as T3 on T2.ClubID = T3.ClubID where T1.city_code = ""HOU"" group by member_of_T3.ClubID having count () >= 1",False,"Which clubs have one or more members from the city with code ""HOU""? Give me the names of the clubs.",2013,"SELECT DISTINCT t1.clubname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.city_code  =  ""HOU""",club_1,"['student', 'member_of_club', 'club']"
