SQL,hyp_correct,NL_query,index,GT,DB,tables
SELECT Procedures.Name FROM Procedures WHERE Procedures.Cost > 1000 OR Procedures.Cost > 1000,False,What are the procedures that cost more than 1000 or are specialized in by physician John Wen?,1953,"SELECT name FROM procedures WHERE cost  >  1000 UNION SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['physician', 'procedures', 'trained_in']"
SELECT Procedures.Name FROM Procedures WHERE Procedures.Cost > 1000 AND Procedures.Cost > 1000,False,Find the names of all procedures which cost more than 1000 but which physician John Wen was not trained in?,1954,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['physician', 'procedures', 'trained_in']"
SELECT Procedures.Name FROM Procedures WHERE Procedures.Cost < 5000 AND Procedures.Cost = 5000,False,Find the names of all procedures such that the cost is less than 5000 and physician John Wen was trained in.,1956,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['physician', 'procedures', 'trained_in']"
"SELECT Procedures.Name FROM Procedures JOIN Trained_In ON Procedures.Code = Trained_In.Treatment JOIN Physician ON Trained_In.Physician = Physician.EmployeeID WHERE Physician.Name = ""John Wen"" AND Procedures.Cost < 5000",False,What procedures cost less than 5000 and have John Wen as a trained physician?,1957,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",hospital_1,"['physician', 'procedures', 'trained_in']"
"SELECT Patient.Name FROM Patient WHERE Patient.SSN NOT IN (SELECT Prescribes.Patient FROM Prescribes JOIN Medication ON Prescribes.Medication = Medication.Code WHERE Medication.Name = ""Procrastin-X"")",False,What are the names of patients who are not taking the medication of Procrastin-X.,1959,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',hospital_1,"['patient', 'prescribes', 'medication']"
"SELECT company.Headquarters FROM company WHERE company.Industry = ""banking"" INTERSECT SELECT company.Headquarters FROM company WHERE company.Industry = ""oil and gas""",False,Show the headquarters that have both companies in banking industry and companies in oil and gas industry.,1967,"SELECT Headquarters FROM company WHERE Industry  =  ""Banking"" INTERSECT SELECT Headquarters FROM company WHERE Industry  =  ""Oil and gas""",company_employee,['company']
"SELECT company.Name, employment.People_ID FROM employment JOIN company ON employment.Company_ID = company.Company_ID ORDER BY employment.Year_working DESC",False,Show names of companies and that of employees in descending order of number of years working for that employee.,1968,"SELECT T3.Name ,  T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID ORDER BY T1.Year_working",company_employee,"['people', 'employment', 'company']"
SELECT company.Name FROM employment JOIN company ON employment.Company_ID = company.Company_ID WHERE company.Sales_in_Billion > 200,False,Show the names of employees that work for companies with sales bigger than 200.,1969,SELECT T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID WHERE T3.Sales_in_Billion  >  200,company_employee,"['people', 'employment', 'company']"
"SELECT company.Name, COUNT(*) FROM employment JOIN company ON employment.Company_ID = company.Company_ID GROUP BY employment.Company_ID",False,Show the names of companies and the number of employees they have,1970,"SELECT T3.Name ,  COUNT(*) FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID GROUP BY T3.Name",company_employee,"['people', 'employment', 'company']"
"SELECT film.Studio FROM film WHERE film.Director = ""Nicholas Meyer"" AND film.Director = ""Walter Hill""",False,"Show the studios that have produced films with director ""Nicholas Meyer"" and ""Walter Hill"".",1978,"SELECT Studio FROM film WHERE Director  =  ""Nicholas Meyer"" INTERSECT SELECT Studio FROM film WHERE Director  =  ""Walter Hill""",film_rank,['film']
"SELECT Student.LName FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.ClubID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Bootup Baltimore""",False,"Find the last names of the members of the club ""Bootup Baltimore"".",1984,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Club.ClubName FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Bootup Baltimore""",False,"Who are the members of the club named ""Bootup Baltimore""? Give me their last names.",1985,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.LName FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.ClubID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Hopkins Student Enterprises""",False,"Who are the members of the club named ""Hopkins Student Enterprises""? Show the last name.",1986,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.LName FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.ClubID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Hopkins Student Enterprises""",False,"Return the last name for the members of the club named ""Hopkins Student Enterprises"".",1987,"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises""",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Tennis club""",False,"How many members does the club ""Tennis Club"" has?",1988,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Tennis club""",False,"Count the members of the club ""Tennis Club"".",1989,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.Fname, Student.LName FROM Member_of_club JOIN Student ON Member_of_club.ClubID = Student.StuID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Student.Sex = ""Bootup Baltimore"" AND Club.ClubName = ""female""",False,"Find all the female members of club ""Bootup Baltimore"". Show the first name and last name.",1996,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.Fname, Student.LName FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.StuID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Student.Sex = ""Bootup Baltimore"" AND Club.ClubName = ""VALUE VALUE female""",False,"Give me the first name and last name for all the female members of the club ""Bootup Baltimore"".",1997,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.Fname, Student.LName FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID JOIN Student ON Member_of_club.StuID = Student.StuID WHERE Club.ClubName = ""Bootup Baltimore""",False,"What are the first and last name of the president of the club ""Bootup Baltimore""?",2002,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Club.ClubName FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Bootup Baltimore""",False,"Who is the president of the club ""Bootup Baltimore""? Give me the first and last name.",2003,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.Fname, Student.LName FROM Club JOIN Member_of_club ON Club.ClubID = Member_of_club.ClubID JOIN Student ON Member_of_club.StuID = Student.StuID WHERE Club.ClubName = ""Hopkins Student Enterprises"" AND Student.LName = ""CTO""",False,"Who is the ""CTO"" of club ""Hopkins Student Enterprises""? Show the first name and last name.",2004,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises"" AND t2.position  =  ""CTO""",club_1,"['student', 'member_of_club', 'club']"
"SELECT Student.Fname, Student.LName FROM Club JOIN Student ON Club.ClubID = Student.StuID WHERE Club.ClubName = ""Hopkins Student Enterprises"" AND Club.ClubName = ""CTO""",False,"Find the first name and last name for the ""CTO"" of the club ""Hopkins Student Enterprises""?",2005,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises"" AND t2.position  =  ""CTO""",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Bootup Baltimore"" AND Club.ClubName > 18",False,"Count the number of members in club ""Bootup Baltimore"" whose age is above 18.",2007,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  >  18",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Member_of_club JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Bootup Baltimore"" AND Club.ClubName < 18",False,"Count the number of members in club ""Bootup Baltimore"" whose age is below 18.",2009,"SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.age  <  18",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.StuID JOIN Club ON Club.ClubID = Member_of_club.ClubID WHERE Student.Fname = ""Eric"" AND Student.LName = ""Tai""",False,"How many clubs does the student named ""Eric Tai"" belong to?",2014,"SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai""",club_1,"['student', 'member_of_club', 'club']"
"SELECT COUNT(*) FROM Student JOIN Member_of_club ON Student.StuID = Member_of_club.StuID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Student.Fname = ""Eric"" AND Student.LName = ""Tai""",False,"Count the number of clubs for which the student named ""Eric Tai"" is a member.",2015,"SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai""",club_1,"['student', 'member_of_club', 'club']"
SELECT COUNT(*) FROM Club JOIN Member_of_club ON Club.ClubID = Member_of_club.ClubID JOIN Student ON Club.ClubID = Student.Advisor WHERE Student.Advisor = 1121,False,"Which clubs have one or more members whose advisor is ""1121""?",2019,SELECT DISTINCT t1.clubname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.advisor  =  1121,club_1,"['student', 'member_of_club', 'club']"
"SELECT AVG(Student.Age) FROM Member_of_club JOIN Student ON Member_of_club.StuID = Student.StuID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Tennis club""",False,"Retrieve the average age of members of the club ""Tennis Club"".",2024,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",club_1,"['student', 'member_of_club', 'club']"
"SELECT AVG(Student.Age) FROM Member_of_club JOIN Student ON Member_of_club.StuID = Student.StuID JOIN Club ON Member_of_club.ClubID = Club.ClubID WHERE Club.ClubName = ""Tennis club""",False,"Compute the average age of the members in the club ""Tennis Club"".",2025,"SELECT avg(t3.age) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Tennis Club""",club_1,"['student', 'member_of_club', 'club']"
"SELECT SUM(Grants.grant_amount) FROM Grants JOIN Organisations ON Grants.organisation_id = Organisations.organisation_id WHERE Organisations.organisation_details = ""research""",False,What is the total grant amount of the organisations described as research?,2026,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',tracking_grants_for_research,"['organisations', 'organisation_types', 'grants']"
SELECT SUM(Grants.grant_amount) FROM Grants,False,What is the total amount of grant money for research?,2027,SELECT sum(grant_amount) FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id JOIN organisation_Types AS T3 ON T2.organisation_type  =  T3.organisation_type WHERE T3.organisation_type_description  =  'Research',tracking_grants_for_research,"['organisations', 'organisation_types', 'grants']"
SELECT Projects.project_details FROM Projects WHERE Projects.project_id NOT IN (SELECT Project_Staff.project_id FROM Project_Staff),False,List the project details of the projects which did not hire any staff for a researcher role.,2028,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_Staff WHERE role_code  =  'researcher' ),tracking_grants_for_research,"['project_staff', 'projects']"
SELECT Projects.project_details FROM Projects WHERE Projects.project_id NOT IN (SELECT Project_Staff.project_id FROM Project_Staff),False,What are the details for all projects that did not hire any staff in a research role?,2029,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_Staff WHERE role_code  =  'researcher' ),tracking_grants_for_research,"['project_staff', 'projects']"
"SELECT Project_Staff.project_id, COUNT(*) FROM Project_Staff GROUP BY Project_Staff.project_id ORDER BY Project_Staff.project_id",False,How many staff does each project has? List the project id and the number in an ascending order.,2030,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC",tracking_grants_for_research,"['project_staff', 'projects']"
"SELECT Project_Staff.project_id, COUNT(*) FROM Project_Staff GROUP BY Project_Staff.project_id ORDER BY Project_Staff.project_id",False,"For each project id, how many staff does it have? List them in increasing order.",2031,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC",tracking_grants_for_research,"['project_staff', 'projects']"
"SELECT Documents.grant_id, COUNT(*) FROM Documents GROUP BY Documents.grant_id",False,How many documents can one grant have at most? List the grant id and number.,2034,"SELECT grant_id ,  count(*) FROM Documents GROUP BY grant_id ORDER BY count(*) DESC LIMIT 1",tracking_grants_for_research,['documents']
"SELECT Organisations.organisation_details FROM Organisations WHERE Organisations.organisation_details = ""Sponsor %"" ORDER BY Organisations.organisation_details ASC",False,What are all the details of the organisations described as 'Sponsor'? Sort the result in an ascending order.,2036,SELECT organisation_details FROM Organisations AS T1 JOIN organisation_Types AS T2 ON T1.organisation_type  =  T2.organisation_type WHERE T2.organisation_type_description  =  'Sponsor' ORDER BY organisation_details,tracking_grants_for_research,"['organisations', 'organisation_types']"
SELECT Organisations.organisation_details FROM Organisations JOIN Project_Outcomes ON Organisations.organisation_id = Project_Outcomes.outcome_code ORDER BY Project_Outcomes.outcome_details ASC,False,What are the details of all organizations that are described as Sponsors and sort the results in ascending order?,2037,SELECT organisation_details FROM Organisations AS T1 JOIN organisation_Types AS T2 ON T1.organisation_type  =  T2.organisation_type WHERE T2.organisation_type_description  =  'Sponsor' ORDER BY organisation_details,tracking_grants_for_research,"['organisations', 'organisation_types', 'project_outcomes']"
"SELECT Project_Outcomes.outcome_details FROM Projects JOIN Project_Outcomes ON Projects.project_id = Project_Outcomes.project_id WHERE Projects.project_details = ""sint""",False,What are the result description of the project whose detail is 'sint'?,2038,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code JOIN Projects AS T3 ON T2.project_id  =  T3.project_id WHERE T3.project_details  =  'sint',tracking_grants_for_research,"['research_outcomes', 'project_outcomes', 'projects']"
"SELECT Research_Outcomes.outcome_description FROM Research_Outcomes JOIN Project_Outcomes ON Research_Outcomes.outcome_code = Project_Outcomes.project_id JOIN Projects ON Project_Outcomes.project_id = Projects.project_id WHERE Projects.project_details = ""sint""",False,What is the description for the results whose project detail is 'sint'?,2039,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code JOIN Projects AS T3 ON T2.project_id  =  T3.project_id WHERE T3.project_details  =  'sint',tracking_grants_for_research,"['research_outcomes', 'project_outcomes', 'projects']"
SELECT Projects.project_details FROM Organisations JOIN Projects ON Organisations.organisation_id = Projects.organisation_id,False,List the project details of the projects launched by the organisation,2040,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 ),tracking_grants_for_research,"['organisations', 'projects']"
SELECT Projects.project_details FROM Projects GROUP BY Projects.organisation_id ORDER BY COUNT(*) DESC LIMIT 1,False,What are the details for the projects which were launched by the organization with the most projects?,2041,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 ),tracking_grants_for_research,['projects']
"SELECT COUNT(*) FROM Person WHERE Person.age > (SELECT MAX(Person.age) FROM Person WHERE Person.job = ""VALUE"")",False,Find the number of people whose age is greater than all engineers.,2046,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer'),network_2,['person']
SELECT COUNT(*) FROM Person WHERE Person.age > (SELECT MIN(Person.age) FROM Person),False,How many people are older than every engineer?,2047,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer'),network_2,['person']
"SELECT Person.name, Person.age FROM PersonFriend JOIN Person ON Person.name = PersonFriend.name WHERE PersonFriend.friend = ""Dan"" OR PersonFriend.friend = ""Alice""",False,Find the name and age of the person who is a friend of Dan or Alice.,2048,"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'",network_2,"['personfriend', 'person']"
"SELECT DISTINCT PersonFriend.name, Person.age FROM PersonFriend JOIN Person ON Person.name = PersonFriend.friend WHERE PersonFriend.friend = ""Dan"" OR PersonFriend.friend = ""alice""",False,What are the different names and ages of every friend of either Dan or alice?,2049,"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'",network_2,"['personfriend', 'person']"
SELECT Person.name FROM Person EXCEPT SELECT PersonFriend.name FROM PersonFriend,False,Find the name of the person who has no student friends.,2050,SELECT name FROM person EXCEPT SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.job  =  'student',network_2,"['personfriend', 'person']"
SELECT Person.name FROM Person WHERE Person.name NOT IN (SELECT PersonFriend.name FROM PersonFriend),False,What are the names of the people who have no friends who are students?,2051,SELECT name FROM person EXCEPT SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.job  =  'student',network_2,"['personfriend', 'person']"
SELECT Department.DName FROM Department WHERE Department.DNO NOT IN (SELECT Minor_in.DNO FROM Minor_in),False,Find the name of the department that has no students minored in?,2057,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,college_3,"['department', 'minor_in']"
SELECT Department.DName FROM Department WHERE Department.DNO NOT IN (SELECT Minor_in.DNO FROM Minor_in),False,What is the name of the department htat has no students minoring in it?,2058,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO,college_3,"['department', 'minor_in']"
SELECT Faculty.Rank FROM Faculty GROUP BY Faculty.Rank ORDER BY COUNT(*) DESC LIMIT 1,False,Find the rank of the faculty that the fewest faculties belong to.,2059,SELECT Rank FROM FACULTY GROUP BY Rank ORDER BY count(*) ASC LIMIT 1,college_3,['faculty']
"SELECT Faculty.Lname FROM Faculty JOIN Member_of ON Faculty.FacID = Member_of.FacID JOIN Department ON Member_of.DNO = Department.DNO WHERE Department.DName = ""VALUE""",False,Find the last names of faculties who are members of computer science department.,2063,"SELECT T2.Lname FROM DEPARTMENT AS T1 JOIN FACULTY AS T2 ON T1.DNO  =  T3.DNO JOIN MEMBER_OF AS T3 ON T2.FacID  =  T3.FacID WHERE T1.DName  =  ""Computer Science""",college_3,"['member_of', 'department', 'faculty']"
"SELECT Faculty.Lname FROM Faculty JOIN Member_of ON Faculty.FacID = Member_of.FacID JOIN Department ON Member_of.DNO = Department.DNO WHERE Department.DName = ""VALUE""",False,What are the last names of faculty who are part of the computer science department?,2064,"SELECT T2.Lname FROM DEPARTMENT AS T1 JOIN FACULTY AS T2 ON T1.DNO  =  T3.DNO JOIN MEMBER_OF AS T3 ON T2.FacID  =  T3.FacID WHERE T1.DName  =  ""Computer Science""",college_3,"['member_of', 'department', 'faculty']"
"SELECT AVG(Gradeconversion.gradepoint) FROM Student JOIN Gradeconversion ON Student.StuID = Gradeconversion.lettergrade WHERE Student.LName = ""Smith""",False,Find the average grade point of student whose last name is Smith.,2065,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith""",college_3,"['student', 'gradeconversion', 'enrolled_in']"
SELECT * FROM Student,False,What is the average gradepoint for students with the last name Smith?,2066,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith""",college_3,"['student', 'gradeconversion', 'enrolled_in']"
"SELECT ""max"", MIN(Student.Age) FROM Student WHERE Student.city_code = ""NYC""",False,What is the maximum and minimum grade point of students who live in NYC?,2067,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",college_3,"['student', 'gradeconversion', 'enrolled_in']"
"SELECT MAX(DISTINCT (""minimum"" - Student.city_code)) FROM Student WHERE Student.city_code = ""NYC""",False,Give the maximum and minimum gradepoints for students living in NYC?,2068,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC""",college_3,"['student', 'gradeconversion', 'enrolled_in']"
SELECT Course.CName FROM Course WHERE Course.Hours = 3 OR Course.Hours = 4,False,Find the names of courses that have either 3 credits or 1 credit but 4 hours.,2069,SELECT CName FROM COURSE WHERE Credits  =  3 UNION SELECT CName FROM COURSE WHERE Credits  =  1 AND Hours  =  4,college_3,['course']
SELECT Course.CName FROM Course WHERE Course.CID = 3 OR Course.Credits = 4,False,"What are the names of courses that give either 3 credits, or 1 credit and 4 hours?",2070,SELECT CName FROM COURSE WHERE Credits  =  3 UNION SELECT CName FROM COURSE WHERE Credits  =  1 AND Hours  =  4,college_3,['course']
"SELECT Department.DName FROM Department WHERE Department.Division = ""division VALUE"" OR Department.Building = ""NEB""",False,Find the names of departments that are either in division AS or in division EN and in Building NEB.,2071,"SELECT DName FROM DEPARTMENT WHERE Division  =  ""AS"" UNION SELECT DName FROM DEPARTMENT WHERE Division  =  ""EN"" AND Building  =  ""NEB""",college_3,['department']
"SELECT Department.DName FROM Department WHERE Department.Division = as OR Department.Building = ""NEB""",False,"What are the names of departments either in division AS, or in division EN and in building NEB?",2072,"SELECT DName FROM DEPARTMENT WHERE Division  =  ""AS"" UNION SELECT DName FROM DEPARTMENT WHERE Division  =  ""EN"" AND Building  =  ""NEB""",college_3,['department']
SELECT airport.Airport_Name FROM airport JOIN airport_aircraft ON airport_aircraft.Airport_ID = airport.Airport_ID WHERE airport.Total_Passengers > (SELECT SUM(airport.Total_Passengers) FROM airport WHERE airport.Airport_ID = airport.International_Passengers) AND 10000000,False,Please show the names and descriptions of aircrafts associated with airports that have a total number of passengers bigger than 10000000.,2077,"SELECT T1.Aircraft ,  T1.Description FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Total_Passengers  >  10000000",aircraft,"['airport_aircraft', 'aircraft', 'airport']"
