,Unnamed: 0,Unnamed: 0.1,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
243,243,503,725,What are the all games score and location of the school called Clemson?,"select Location , School from university where Nickname = ""Clemson""","SELECT t2.All_Games ,  t1.location FROM university AS t1 JOIN basketball_match AS t2 ON t1.school_id  =  t2.school_id WHERE team_name  =  'Clemson'",tianyi,aaf674d1-afe7-4e3e-9ca9-db61a195cb37,"CE2, A1b",zhengning,9cb8c300-2675-4a52-82ea-8a6276ddcfed,"CE2, A1b"
244,244,505,728,What is the total and minimum enrollment of all schools?,"select sum ( Enrollment ) , max ( Enrollment ) from university","SELECT sum(enrollment) ,  min(enrollment) FROM university",tianyi,5fe02899-6bc0-4d4d-858c-3779e44b1df2,L4,zhengning,a1c37695-9726-47a3-af16-5166a85efca0,L4
245,245,507,729,Return the total and minimum enrollments across all schools.,"select sum ( Enrollment ) , max ( Enrollment ) from university","SELECT sum(enrollment) ,  min(enrollment) FROM university",tianyi,52eeeb2a-6405-48ad-8bc3-9955f2dc3e9e,L4,zhengning,baf84d6f-cb2a-4424-9e98-a5e21b24891a,L4
246,246,509,732,Find the schools that were either founded after 1850 or public.,select School from university where Founded > 1850 or Founded < 1,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',tianyi,308896a0-59c4-458a-97e2-cd6383ee8a4f,"BF4, D1",zhengning,85aceb0f-40b9-41fe-a221-47ad90e9623e,BF4
247,247,511,735,How many universities have a location that contains NY?,"select count ( * ) from university where Location like ""% ny %""","SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",tianyi,15b01dc6-5a13-496c-b010-bae940e199b5,P3,zhengning,f1b89f8c-21fd-44cd-97b8-5bb441f32e66,P3
248,248,513,738,Find the total number of students enrolled in the colleges that were founded after the year of 1850 for each affiliation type.,"select Affiliation , count ( Enrollment ) from university where Founded > 1850 group by Affiliation","SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation",tianyi,e80c3a0d-56a6-4f11-8c0a-f9d1e829a0df,L4,zhengning,b78014c0-941e-4b1e-9bb4-7be6f51deeab,L4
249,249,515,740,List all country and league names.,"select country_id , name from League","SELECT T1.name ,  T2.name FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id",tianyi,cd153e9e-8193-48b5-82ab-df6cb1e50bb9,BN1,zhengning,dd8d8939-ec96-494d-ac41-f850051b92cf,"BN1, CL1"
250,250,517,741,How many leagues are there in England?,"select count ( * ) from sqlite_sequence as T1 join League as T2 where T1.seq = ""England""","SELECT count(*) FROM Country AS T1 JOIN League AS T2 ON T1.id  =  T2.country_id WHERE T1.name  =  ""England""",tianyi,f3b080ab-9dc8-43e1-96a3-efc7857c777b,"F1, CL1",zhengning,066c8866-7154-4455-b659-381076a28296,"BK1, CL1"
251,251,519,742,What is the maximum and minimum height of all players?,"select max ( height ) , min ( height ) from Player","SELECT max(weight) ,  min(weight) FROM Player",tianyi,e36d9b4b-2a8f-4c1b-a0a3-d0baabf8053a,BL1,zhengning,b8a23d4e-4a5e-4d35-9301-7ae228b35047,BL1
252,252,522,743,List the names of all players who have a crossing score higher than 90 and prefer their right foot.,select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.preferred_foot > 90 and T1.crossing > 1,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.crossing  >  90 AND T2.preferred_foot  =  ""right""",tianyi,b6ff1bd1-34ec-46e5-9aa1-c0c70420275b,"BE5, BF4, A1b, D1",zhengning,3090ac83-ca37-4d3c-95d8-fe6251501db1,"D1, A1b"
253,253,524,744,List the names of all left-footed players who have overall rating between 85 and 90.,select T2.player_name from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating between 85 and 90,"SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.preferred_foot  =  ""left"" AND T2.overall_rating  >=  85 AND T2.overall_rating  <=  90",tianyi,9514e1a1-9c1a-4fc0-a6ee-ff0dcaa4cbe4,"E1, BL1, A1b, CL1",zhengning,c91d35ae-1d88-4a18-a19d-3d9ba3a4614a,"E1, A1b, CL1"
254,254,526,745,What is the average rating for right-footed players and left-footed players?,"select avg ( T1.overall_rating ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T2.height = ""l"" and T2.weight = ""t""","SELECT preferred_foot ,  avg(overall_rating) FROM Player_Attributes GROUP BY preferred_foot",tianyi,956480cf-8f58-4332-bcc4-1de2dd8b02f4,"F3, BL3, AN2, E1",zhengning,3c26607f-34c7-4ec8-abe1-a12b95437f46,"F3, BL3, E1, AN2"
255,255,528,746,"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?",select count ( * ) from Player_Attributes as T1 join Player as T2 on T1.player_fifa_api_id = T2.player_fifa_api_id where T1.overall_rating > 80 and T1.overall_rating > 'right footed',"SELECT preferred_foot ,  count(*) FROM Player_Attributes WHERE overall_rating  >  80 GROUP BY preferred_foot",tianyi,a4625fe3-8be7-41f7-a428-38f0b6edbbc6,"F3, BL3, AN2, E1",zhengning,335f259d-e6da-4f38-aa36-84aa855ac9f8,"F3, BL3, E1, AN2"
256,256,530,757,Show the names of people and the number of times they have been on the affirmative side of debates.,"select T2.Name , count ( * ) from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID where T1.Affirmative = ""affirmative"" group by T1.Negative","SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",tianyi,4995a553-4c3b-475a-b4e9-c1dc28d41ca0,"F4, BN1",zhengning,4aeffcd4-2d8d-4562-9342-72b96c4c5a28,"F3, BN1"
257,257,532,758,Show the names of people who have been on the negative side of debates at least twice.,select T2.Name from debate_people as T1 join people as T2 on T1.Affirmative = T2.People_ID group by T1.Affirmative having count ( * ) >= 2,SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative  =  T2.People_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,tianyi,1cd907c4-dc7b-4921-b5dd-c4fa067a5e38,"BE5, BN1",zhengning,b4c3dd00-3a6b-49ea-87a5-27a8d1fcfd61,"BN1, BE5"
258,258,534,759,"Find all the policy type codes associated with the customer ""Dayana Robel""","select T1.Policy_Type_Code from Policies as T1 join Claim_Headers as T2 on T1.Policy_ID = T2.Policy_ID where T2.Claim_Type_Code = ""Dayana Robel""","SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",tianyi,53a2d33c-be79-47f4-aa6b-0032c5d9b36c,"E1, A1b, CL1",zhengning,9f0aba5a-f751-488b-a57f-8cfa9f6e9d35,"E1, CL1"
259,259,536,760,"What are the type codes of the policies used by the customer ""Dayana Robel""?","select Policy_Type_Code from Policies where Customer_ID = ""Dayana Robel""","SELECT policy_type_code FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t2.customer_details  =  ""Dayana Robel""",tianyi,99959077-a554-441d-9495-d27a781bebc9,"BN1, BL2, E1, A1b",zhengning,912e34fd-bd02-4798-bb5e-7df8f5efc76a,"E1, CL1, A1b"
260,260,538,761,Find the total and average amount paid in claim headers.,"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers","SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",tianyi,95fbf908-6c6c-484e-ba26-10f92dbdd17f,BL1,zhengning,8bf0786b-e756-40e2-bcb3-514e94f94b76,BL1
261,261,540,762,What are the total amount and average amount paid in claim headers?,"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers","SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",tianyi,4f4ef4d6-86d1-4219-8ac9-8ee3e6c03983,BL1,zhengning,b49e4c1c-80c0-4ab7-a8d8-0bb7f8b1b550,BL1
262,262,542,763,"Find the names of customers whose name contains ""Diana"".","select Customer_Details from Customers where like ""% Diana %""","SELECT customer_details FROM customers WHERE customer_details LIKE ""%Diana%""",tianyi,a094bfe5-c0b8-458b-812f-80ae8399f7ef,P3,zhengning,9c872d09-6cf0-42fd-9633-23387b05c13e,P3
263,263,544,765,Find the names of the customers who have an deputy policy.,select Customer_ID from Policies where Policy_Type_Code = 'deputy',"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",tianyi,f931838e-bc32-4bfb-a97d-e9ccbe02f213,"BL1, CE2, CL1",zhengning,6b4c9327-5cfb-4708-bf61-a17a1e0ab63e,"CL1, CE2"
264,264,546,771,"Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'.","select T1.account_id , T1.account_name , T1.other_account_details from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T2.customer_first_name = ""Meaghan""","SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",tianyi,8e967ab9-28a1-4e95-80c9-733e9f523093,BL1,zhengning,db55dc69-6189-4420-944f-24c38ce16185,BL3
265,265,548,775,"Show the unique first names, last names, and phone numbers for all customers with any account.","select customer_first_name , customer_last_name , phone_number from Customers","SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",tianyi,70808ec1-0c58-4228-a00c-7c03f965e446,"O3, BL2, CE2",zhengning,77d0056e-c4c5-486a-a4d8-506c41967fb4,"O3, BL1, CE2"
266,266,550,776,"What are the distinct first names, last names, and phone numbers for customers with accounts?","select T2.customer_first_name , T2.customer_last_name , T2.phone_number from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T1.customer_id = 1","SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id",tianyi,76561d8b-2d3b-4fc4-9a5e-db1093786df1,"F3, A1b",zhengning,bdfc0158-e0c9-4159-bd9f-01c557917044,"F3, A1b"
267,267,552,785,How many transaction does each account have? Show the number and account id.,"select count ( * ) , account_id from Financial_Transactions group by transaction_id","SELECT count(*) ,  account_id FROM Financial_transactions",tianyi,1fa285fc-05c2-4de4-b9a7-a89b5e16b7ed,N3,zhengning,e60512d3-bdcf-4a0b-b132-395d95acc9eb,N3
268,268,554,786,Count the number of financial transactions that correspond to each account id.,"select account_id , count ( * ) from Financial_Transactions group by account_id","SELECT count(*) ,  account_id FROM Financial_transactions",tianyi,96b3526d-ab96-49b9-9e83-d04df586fe08,N3,zhengning,c6a2cd68-f180-4e76-99e0-ae47f7ba1a7c,N3
269,269,556,789,"What is the average, minimum, maximum, and total transaction amount?","select avg ( transaction_amount ) , min ( transaction_amount ) , max ( transaction_amount ) from Financial_Transactions","SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",tianyi,629d5a8e-3f3b-4f88-bcc7-c79de24a64f9,BL3,zhengning,6692349d-8651-415e-923d-6f761bc0f869,BL3
270,270,558,790,"Return the average, minimum, maximum, and total transaction amounts.","select avg ( T1.transaction_amount ) , min ( T6.product_quantity ) , max ( T1.transaction_amount ) from Financial_Transactions as T1 join Accounts as T2 on T1.account_id = T2.account_id join Customers as T3 on T2.customer_id = T3.customer_id join Orders as T4 on T3.customer_id = T4.customer_id join Order_Items as T5 on T4.order_id = T5.order_id join Invoice_Line_Items as T6 on T5.order_item_id = T6.order_item_id","SELECT avg(transaction_amount) ,  min(transaction_amount) ,  max(transaction_amount) ,   sum(transaction_amount) FROM Financial_transactions",tianyi,91af8480-0f2a-4d97-ab2d-9df340dd610d,"BF4, CE2",zhengning,acf86ba8-fa45-4a7b-bfc6-89466cdce9d1,"BF4, CE2"
271,271,560,794,"Return the names and ids of each account, as well as the number of transactions.","select T1.account_name , T2.account_id , count ( * ) from Accounts as T1 join Financial_Transactions as T2 on T1.account_id = T2.account_id group by T1.account_name","SELECT T2.account_name ,  T1.account_id ,  count(*) FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id",tianyi,51d580d7-c898-4292-a5cc-a57b41522dd1,"BF4, CE2",zhengning,67b090b3-90d0-462d-a60a-e39e748a14fb,"CF5, CE2"
272,272,562,804,Return the order ids and details for orderes with two or more invoices.,"select T1.order_id , T2.order_details from Invoices as T1 join Orders as T2 on T1.order_id = T2.order_id group by T1.order_id having count ( * ) >= 2","SELECT T2.order_id ,  T2.order_details FROM Invoices AS T1 JOIN Orders AS T2 ON T1.order_id  =  T2.order_id GROUP BY T2.order_id HAVING count(*)  >  2",tianyi,34219954-7fef-4d44-b4f2-13c88f61add2,"CE2, CL1",zhengning,50fa50aa-c662-4fdb-9043-316c81aceaad,"CL1, CE2"
273,273,564,809,Show the product ids and the number of unique orders containing each product.,"select T2.product_id , count ( T1.product_id ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,6d9d0b21-b8bc-4f37-a8d7-377e38ccba17,"CE2, CL1",zhengning,261e811c-a9e1-4ace-84fe-6c6fabae0fc3,"CL1, CE2"
274,274,566,810,How many distinct order ids correspond to each product?,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT product_id ,  count(DISTINCT order_id) FROM Order_items GROUP BY product_id",tianyi,6982cc33-bb6b-4d6f-86ec-352bacece678,"BN1, E1, A1b, CL1",zhengning,50597a64-bd4a-456f-9c79-5fa239cb1cce,"E1, CL1"
275,275,568,811,Show order ids and the number of products in each order.,"select T2.order_id , count ( * ) from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T1.product_id","SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,a0b0b070-93a4-42a0-8ff5-812aaa86ef54,"BN1, E1, CL1",zhengning,b44ee27e-beb8-449b-920c-4569782191bf,"BN1, BE5, BL1, CL1"
276,276,570,812,How many different products correspond to each order id?,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id","SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id",tianyi,737bbd2b-b54b-4ecd-902d-70e8b51eb102,"BL1, CE2",zhengning,9bdecfe6-06f7-48ca-9705-f2f5f70b8d81,"K2, BL1, CE2"
277,277,572,815,Find the total savings balance of all accounts except the account with name ‘Brown’.,"select sum ( T1.balance ) from SAVINGS as T1 join ACCOUNTS as T2 on T1.custid = T2.custid where T2.name = ""Brown""",SELECT sum(T2.balance) FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T1.name != 'Brown',tianyi,4f1a1a2c-9809-4d1d-a2a4-3a8c9a3de5c9,F1,zhengning,8e9b5807-ad47-4875-a537-d8d1359f461c,A1a
278,278,575,818,"What are the names of customers with accounts, and how many checking accounts do each of them have?","select count ( * ) , T1.custid from ACCOUNTS as T1 join CHECKING as T2 on T1.custid = T2.custid group by T2.custid","SELECT count(*) ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,49cd1dbb-d7a2-4164-9ead-dfa77fa6a734,"BN1, BL1",zhengning,fe1af58c-a6b9-4886-bbd5-13c0d67cebab,"BN1, BL1"
279,279,577,820,"What are the names of customers with accounts, and what are the total savings balances for each?","select T1.name , sum ( T2.balance ) from ACCOUNTS as T1 join SAVINGS as T2 on T1.custid = T2.custid group by T1.custid","SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,fd026b1f-8270-4bdc-a9ac-8f3fe7efde28,BN1,zhengning,8adef88b-0f76-42da-8ef8-05468e697c77,BN1
280,280,579,821,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,"select sum ( T1.balance ) , T2.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T1.balance",SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,tianyi,a453b364-13f4-4b91-994b-514fb24d610d,"BK1, BL1",zhengning,2bf83a08-d2f1-48a4-b51e-400be2093a06,"BK1, BL2, L4"
281,281,581,822,"What is the sum of checking and savings balances for all customers, ordered by the total balance?","select sum () , T1.balance from SAVINGS as T1 join CHECKING as T2 on T1.custid = T2.custid order by T2.balance",SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,tianyi,20032493-8944-4022-b176-83ab8b7f6df4,"BK1, BL2",zhengning,eb9ca830-53e8-4fc4-9c5c-5dc439168ab8,"L4, BL2, BK1"
282,282,583,829,Show each county along with the number of schools and total enrollment in each county.,"select County , count ( * ) from School group by County","SELECT county ,  count(*) ,  sum(enrollment) FROM school GROUP BY county",tianyi,1188e524-8dfa-4654-8071-1ac0eaa5fb07,BL2,zhengning,5729f36f-08e9-40d2-a1c5-8cdcea481fd5,BL3
283,283,585,830,"How many donors have endowment for school named ""Glenn""?","select count ( * ) from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T1.School_name = ""Glenn""","SELECT count(DISTINCT T1.donator_name) FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  ""Glenn""",tianyi,000c5bfe-7511-4cab-a079-d11d935240b9,"BL2, A1b",zhengning,6430a22f-7615-4009-87a6-d160ccc9c00e,"BL1, A1b"
284,284,587,831,List all the names of schools with an endowment amount smaller than or equal to 10.,select T1.School_name from School as T1 join endowment as T2 on T1.School_id = T2.School_id where T2.amount <= 10,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,tianyi,cd9856a0-ddc7-472a-a403-c92be9b587cf,"F3, A1f, AN2",zhengning,74c1d7eb-40d5-4afe-b167-acc0c16cfa72,"A1f, F3, AN2"
285,285,589,833,How many budgets are above 3000 in year 2001 or before?,select count ( * ) from budget where Year >= 3000,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,tianyi,093a5528-ea52-40f3-bd25-99bd971bfa7b,"F3, BF4",zhengning,eb7a04aa-afc2-4785-8ee4-36cd891880d7,"F4, BF4"
286,286,591,834,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000,select count ( * ) from budget where Year < 2001 or Budgeted > 3000,SELECT count(*) FROM budget WHERE budgeted  >  3000 AND YEAR  <=  2001,tianyi,77d2e8ce-f21c-4bff-b797-f9a2c50a59cf,F1,zhengning,1d0709e4-77d5-48a2-b915-5d1f7053d671,"F1, F2"
287,287,593,835,"Show each school name, its budgeted amount, and invested amount in year 2002 or after.","select T2.School_name , T1.Budgeted , T1.total_budget_percent_budgeted from budget as T1 join School as T2 on T1.School_id = T2.School_id where T1.Year >= 2002","SELECT T2.school_name ,  T1.budgeted ,  T1.invested FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T1.year  >=  2002",tianyi,1d0d5660-c34f-4805-ab16-bca7e87a0e37,BL1,zhengning,4bb04883-cc8a-4ac9-88e1-07e214d729dd,BL1
288,288,595,836,"What is the total budget amount for school ""Glenn"" in all years?","select sum ( T1.total_budget_percent_budgeted ) from budget as T1 join School as T2 on T1.School_id = T2.School_id where T2.School_name = ""Glenn""",SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',tianyi,3ecdc75a-d14f-4bbe-94fc-abb7567d6a52,BL1,zhengning,c6a70603-209e-4ab4-8941-969a10db9c70,BL1
289,289,597,841,"Show the names and locations of institutions that are founded after 1990 and have the type ""Private"".","select Institution , Location from Institution where Type = 1990","SELECT institution ,  LOCATION FROM institution WHERE founded  >  1990 AND TYPE  =  'Private'",tianyi,6981b677-1e44-4088-87ef-54f10ae6bcda,"BF4, F4",zhengning,02dea0c9-b9a7-4a78-a1a1-d4b7d2afdae8,"F4, BF4"
290,290,599,842,"Show institution types, along with the number of institutions and total enrollment for each type.","select Type , count ( Enrollment ) from Institution group by Type","SELECT TYPE ,  count(*) ,  sum(enrollment) FROM institution GROUP BY TYPE",tianyi,23ae8dd6-eeba-4c7c-8db5-91e2eb9d0546,BL3,zhengning,b802bff7-291f-450d-85de-3c28f0635811,"BL1, BL3"
291,291,601,843,Show the institution type with an institution founded after 1990 and an institution with at least 1000 enrollment.,select Type from Institution where Founded > 1990 group by Institution having count ( Enrollment ) >= 1000,SELECT TYPE FROM institution WHERE founded  >  1990 AND enrollment  >=  1000,tianyi,75f5141b-0691-442d-ab70-c88d9bea4245,"F4, N3, O2",zhengning,99b1f41f-6bb2-4ac1-b2f2-f7b5432d655f,O2
292,292,603,847,Are the customers holding coupons with amount 500 bad or good?,select T2.coupon_id from Discount_Coupons as T1 join Customers as T2 on T1.coupon_id = T2.coupon_id where T2.good_or_bad_customer = 500 or T1.coupon_amount = 1,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,tianyi,c300aa47-e9da-47e9-a401-88a811498863,"F3, BF4, BL1",zhengning,76abd477-83e4-44e3-a57d-ddd2ad2830dc,"BE5, BL1, F3"
293,293,605,851,"What are the first name, last name, and gender of all the good customers? Order by their last name.","select first_name , last_name , gender_mf from Customers order by good_or_bad_customer","SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",tianyi,986a704f-44c9-4a4e-9280-8ddc15b3d73c,"F4, BK1",zhengning,11ad59d0-e3ec-43cd-b259-f7dd502e24dd,"F4, BK1"
294,294,607,852,"What are the maximum, minimum, and average booked count for the products booked?","select max ( booked_count ) , min ( booked_amount ) , avg ( booked_count ) from Products_Booked","SELECT max(booked_count) ,  min(booked_count) ,  avg(booked_count) FROM products_booked",tianyi,a32e978b-1ece-4a9a-aa49-89b6315e6ddf,BL1,zhengning,c8489594-7db4-4909-a553-ba9acaa42cab,BL1
295,295,609,854,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',select payment_date from Payments where amount_paid > 300 or payment_type_code = Check,SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',tianyi,7c011cb7-4cd4-4a7a-b24d-c0b740822ec7,D1,zhengning,5196d3a6-e2b5-409d-883b-07bc95343dba,D1
296,296,611,855,What are the names and descriptions of the products that are of 'Cutlery' type and have daily hire cost lower than 20?,"select product_name , product_description from Products_for_Hire where daily_hire_cost < 'Cutlery' and product_type_code = 20","SELECT product_name ,  product_description FROM products_for_hire WHERE product_type_code  =  'Cutlery' AND daily_hire_cost  <  20",tianyi,9aed9eaa-5089-4132-99a7-2233e0047a6e,F1,zhengning,7af84494-5eaf-459a-bb06-af52eaf40a1d,BF4
297,297,613,858,What is the joined year of the pilot of the highest rank?,select Join_Year from pilot order by Rank desc limit 1,SELECT Join_Year FROM pilot ORDER BY Rank ASC LIMIT 1,tianyi,9a420e76-b1d4-4bed-aba5-0662225f06f5,K2,zhengning,146d5c5f-9796-4021-a349-1cc91798199f,K2
298,298,615,862,Show names of pilots that have more than one record.,select T2.Pilot_name from pilot_record as T1 join pilot as T2 on T1.Pilot_ID = T2.Pilot_ID group by T1.Pilot_ID having count ( * ) > 1,"SELECT T2.Pilot_name ,  COUNT(*) FROM pilot_record AS T1 JOIN pilot AS T2 ON T1.pilot_ID  =  T2.pilot_ID GROUP BY T2.Pilot_name HAVING COUNT(*)  >  1",tianyi,f7b29c3c-15f1-4a42-9fa6-84626f59be00,"BN1, BL2",zhengning,8761708e-8e00-4d15-8fcb-711c42087a30,"L5, BL3, BN1"
299,299,617,863,What is the role of the employee named Koby?,"select role_code from Employees where employee_name = ""Koby""","SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = ""Koby"";",tianyi,cef005b6-256e-46f7-9d4d-302173318f6f,"CE2, CL1",zhengning,0b33753d-7580-4a72-8abe-5896fe5e7ea1,"CE2, CL1"
300,300,619,865,"How many employees does each role have? List role description, id and number of employees.","select T1.role_description , count () , T2.role_code from Roles as T1 join Employees as T2 on T1.role_code = T2.role_code group by T2.employee_id","SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",tianyi,c715b71e-ee99-4ab3-a274-aa067bfc476e,BN1,zhengning,49bb39bd-37d2-4627-a969-19c2d694af9f,"BN1, BL1"
301,301,621,866,List roles that have more than one employee. List the role description and number of employees.,"select role_description , count ( * ) from Roles group by role_description having count ( * ) > 1","SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",tianyi,80f532cd-7f9b-4512-a26c-29687943ab75,"O3, BL2, CE2",zhengning,f26aa361-8d19-4c53-80d1-99ff4306500f,"O3, BL1, CE2"
302,302,623,867,What is the document status description of the document with id 1?,select document_status_description from Ref_Document_Status where document_status_code = 1,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,tianyi,1eeb5744-24e4-4e11-af00-1cb4fc01ac28,"L4, CL1",zhengning,a86631ec-6c7b-4ff5-a103-afd3f2cc3d86,CL1
303,303,625,868,List the document ids for any documents with the status code done and the type code paper.,"select document_id , document_status_code from Documents where document_type_code = ""paper""","SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",tianyi,542ffa00-2e2d-4707-a6c3-a55af2137572,"F4, D1a, BL2",zhengning,c25cbbb1-59b3-462c-a2b5-1543e1913e46,"F4, BL2"
304,304,627,869,What is the name of the shipping agent of the document with id 2?,select shipping_agent_name from Ref_Shipping_Agents where shipping_agent_code = 2,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,tianyi,09d54b1e-e4af-4121-867c-6e9d0ec65ef9,"L4, AN2, CL1",zhengning,efeaf07e-8d08-438a-8529-71a84faa7e6f,"AN2, CL1"
305,305,629,870,How many documents were shipped by USPS?,"select count ( * ) from Documents where shipping_agent_code = ""USPS""","SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = ""USPS"";",tianyi,c5813136-c8a2-40c2-b9be-d0a51ae59fb3,"BL3, CE2",zhengning,b7650679-da39-4c89-a8f7-06661d6cee3e,"BL3, CE2"
